signal_cycle,phase,follower_id,leader_id,follower_type,leader_type,min_TTC_s,max_DRAC_mps2,mean_TTC_s,interaction_duration_s,n_timesteps,critical_TTC,critical_DRAC,is_critical
1,GREEN,99,107,truck,truck,3.661152227543172,0.1882194339847001,6.273250106445578,0.2,2,False,False,False
1,GREEN,100,7,motorcycle,car,4.17241136747327,0.170357123830397,5.268161118971954,0.2,2,False,False,False
1,GREEN,100,22,motorcycle,car,2.13970893970894,0.3933946268946754,2.13970893970894,0.0,1,False,False,False
1,GREEN,102,96,car,truck,12.189563073551572,0.0598955020450356,12.189563073551572,0.0,1,False,False,False
1,GREEN,102,98,car,truck,2.1195862960568843,0.2919437633424824,3.137442217824613,0.6,4,False,False,False
1,GREEN,102,109,car,car,12.916391246092005,0.0433364079281323,41.26983331701375,0.6,4,False,False,False
1,GREEN,103,43,truck,car,1.1680762081784388,1.8423455464056964,1.1680762081784388,0.0,1,True,False,True
1,GREEN,103,43,truck,truck,0.1761611438334607,12.625372154160283,0.1761611438334607,0.0,1,True,True,True
1,GREEN,103,93,truck,car,5.16800135157966,0.2863292594820426,5.890317705653871,0.4,3,False,False,False
1,GREEN,103,98,truck,truck,1.5555712121745868,0.9124301021332488,3.3467393366932705,0.4,3,False,False,False
1,GREEN,103,110,truck,truck,5.797899810638663,0.1502871778503563,30.903235619605006,0.2,2,False,False,False
1,GREEN,107,109,truck,car,6.218717139852788,0.0611701724721,7.358434762078426,0.2,2,False,False,False
1,GREEN,107,109,truck,truck,0.7893705075147026,0.8724040149006623,0.7893705075147026,0.0,1,True,False,True
1,GREEN,108,7,car,car,4.011867314841293,0.2614991767347375,4.980632766740235,1.2,7,False,False,False
1,GREEN,111,100,bus,motorcycle,22.482195845697344,0.0119917112123011,22.482195845697344,0.0,1,False,False,False
1,GREEN,111,107,bus,truck,2.867864611571528,0.225097794852405,9.103359949936065,0.8,5,False,False,False
1,GREEN,111,109,bus,car,22.79403272377285,0.0159537368576616,22.79403272377285,0.0,1,False,False,False
1,GREEN,111,109,bus,truck,16.566818526955203,0.0238488759538923,16.566818526955203,0.0,1,False,False,False
1,GREEN,111,109,truck,car,27.804428044280453,0.0107213138686131,27.804428044280453,0.0,1,False,False,False
1,GREEN,111,125,bus,car,0.2462473195139385,1.1362560232220609,0.49072479306603667,0.8,5,True,False,True
1,GREEN,111,125,truck,car,0.8575281611930826,0.7350195929694727,0.8575281611930826,0.0,1,True,False,True
1,GREEN,112,7,car,car,17.584508916688847,0.0106826981003557,19.10963757726504,0.2,2,False,False,False
1,GREEN,114,109,car,car,29.420109580926987,0.0114768437238893,46.054320618627706,0.4,3,False,False,False
1,GREEN,114,116,car,car,0.0700636942675159,10.643886363636362,0.5894923689732511,0.8,5,True,True,True
1,GREEN,115,7,truck,car,0.6209513233388858,1.3051747690014903,0.668511522830818,0.2,2,True,False,True
1,GREEN,120,107,car,truck,3.821814080876429,0.3248195683331928,8.564709148958473,0.8,5,False,False,False
1,GREEN,120,109,car,car,8.946892227412365,0.1328003031443286,9.255608562830233,0.2,2,False,False,False
1,GREEN,120,109,car,truck,10.135616917161832,0.0846815745913511,10.135616917161832,0.0,1,False,False,False
1,GREEN,120,125,car,car,2.484484002886697,0.4182961125096824,4.985340552673318,1.4,8,False,False,False
1,GREEN,121,7,car,car,2.464753966981888,0.6328217829830403,10.981104844546651,2.8,15,False,False,False
1,GREEN,121,22,car,car,3.573088455772114,0.2240078883877058,9.38894943710953,2.4,13,False,False,False
1,GREEN,121,109,car,car,11.025898724391183,0.0469258799607348,11.899630170501943,0.2,2,False,False,False
1,GREEN,121,109,car,truck,2.944664902998237,0.4621238900950812,2.944664902998237,0.0,1,False,False,False
1,GREEN,122,106,car,car,2.63967382942715,0.3693448747838589,4.778046534666069,0.2,2,False,False,False
1,GREEN,122,130,car,car,11.771160822249094,0.0140512904799815,36.276831777812866,0.4,3,False,False,False
1,GREEN,124,7,car,car,5.946999279675475,0.2217673044803141,9.626224070030307,1.8,10,False,False,False
1,GREEN,124,22,car,car,6.599155057083942,0.1506480740943975,8.782225301485594,1.4,8,False,False,False
