timestamp_s,follower_id,leader_id,follower_type,leader_type,xs,ys,xl,yl,Lx_m,Ly_m,v_follower_mps,v_leader_mps,leader_length_m,a_follower_mps2,a_leader_mps2,leader_rank
202.167,980,997,car,car,15.6316,6.0853,19.619,6.7018,-0.5126,-1.1835,1.5035,2.198,4.5,-0.0891,1.3065,1
202.2,1005,858,car,car,16.7355,3.9195,24.6166,3.7614,3.3811,-1.6419,0.7636,0.0223,4.5,0.0778,-0.0106,1
202.333,982,996,truck,car,8.5273,2.8074,14.9853,4.6861,1.958,-0.2713,1.1776,1.0418,4.5,0.0018,0.4514,1
202.333,996,994,car,car,14.9853,4.6861,20.7517,5.8194,1.2664,-0.6667,1.0418,1.2042,4.5,0.4514,0.469,1
202.367,980,997,car,car,15.6391,6.4099,19.8445,7.1243,-0.2946,-1.0856,1.8714,2.6544,4.5,3.7686,3.2066,1
202.367,980,1007,car,motorcycle,15.6391,6.4099,18.0222,5.0392,0.3831,0.0707,1.8714,1.3088,2.0,3.7686,1.877,2
202.367,999,1006,bus,car,4.3479,3.8229,15.7402,3.3917,6.8923,-1.7188,0.0699,0.7186,4.5,-0.0004,-0.1053,1
202.367,999,1007,bus,motorcycle,4.3479,3.8229,18.0222,5.0392,11.6743,-0.4337,0.0699,1.3088,2.0,-0.0004,1.877,2
202.4,1005,858,car,car,16.7711,4.0683,24.6192,3.758,3.3481,-1.4897,0.7602,0.0202,4.5,-0.1111,-0.0104,1
202.533,996,994,car,car,14.9785,4.9032,20.8695,6.0428,1.391,-0.6604,1.1288,1.3335,4.5,0.4185,0.8244,1
202.567,980,997,car,car,15.6465,6.8376,20.1079,7.6241,-0.0386,-1.0135,2.2979,2.8456,4.5,0.4955,-1.2912,1
202.567,999,1006,bus,car,4.3619,3.8227,15.7834,3.5271,6.9215,-1.8544,0.0698,0.7065,4.5,-0.0004,-0.0171,1
202.567,999,1007,bus,motorcycle,4.3619,3.8227,18.1006,5.3174,11.7387,-0.1553,0.0698,1.5294,2.0,-0.0004,0.2814,2
202.6,1005,858,car,car,16.809,4.2225,24.6213,3.7548,3.3123,-1.3323,0.8719,0.0182,4.5,1.2278,-0.0098,1
202.733,996,994,car,car,14.9717,5.1377,20.9941,6.2946,1.5224,-0.6431,1.2202,1.4648,4.5,0.4958,0.4865,1
202.767,980,997,car,car,15.6562,7.306,20.3755,8.1441,0.2193,-0.9619,2.3821,3.2099,4.5,0.3464,4.9546,1
202.767,999,1006,bus,car,4.3758,3.8225,15.8251,3.6624,6.9493,-1.9899,0.0697,0.7115,4.5,-0.0004,0.068,1
202.8,1005,858,car,car,16.8513,4.4055,24.6232,3.7519,3.2719,-1.1464,0.951,0.0164,4.5,-0.4307,-0.0086,1
202.833,726,1007,truck,motorcycle,11.0735,4.8682,18.1962,5.6955,5.1227,-0.8227,0.0173,1.3041,2.0,-0.0021,-1.9439,1
202.9,969,978,car,car,13.4532,16.5469,22.117,14.8458,4.1638,-0.0989,5.2766,7.1869,4.5,-0.843,0.0,1
202.933,996,994,car,car,14.9606,5.3895,21.127,6.5644,1.6664,-0.6251,1.2909,1.5331,4.5,0.2124,0.1964,1
202.967,980,997,car,car,15.6652,7.7823,20.7243,8.7523,0.5591,-0.83,2.3472,3.601,4.5,-0.6954,-1.0634,1
202.967,999,1006,bus,car,4.3898,3.8223,15.8654,3.7979,6.9756,-2.1256,0.0696,0.6912,4.5,-0.0004,-0.2563,1
203.0,1005,858,car,car,16.8834,4.5864,24.625,3.7494,3.2416,-0.963,0.8968,0.0148,4.5,-0.1175,-0.0062,1
203.033,726,1007,truck,motorcycle,11.0732,4.8648,18.2774,5.9145,5.2042,-0.6003,0.017,1.0905,2.0,-0.0016,-0.2211,1
203.033,991,726,car,truck,7.281,2.6915,11.0732,4.8648,-4.2078,0.0233,0.0359,0.017,8.0,-0.2954,-0.0016,1
203.033,1010,726,truck,truck,2.0115,5.593,11.0732,4.8648,1.0617,-1.7718,4.3167,0.017,8.0,-14.8805,-0.0016,1
203.033,1010,1007,truck,motorcycle,2.0115,5.593,18.2774,5.9145,14.2659,-1.3285,4.3167,1.0905,2.0,-14.8805,-0.2211,2
203.067,974,987,car,truck,5.2806,3.4047,22.4632,3.4349,9.1826,-2.1198,0.2217,0.1981,8.0,0.0301,-0.1087,1
203.133,996,994,car,car,14.9423,5.6519,21.2665,6.8439,1.8242,-0.608,1.3427,1.5999,4.5,0.3053,0.4716,1
203.167,980,997,car,car,15.6695,8.2718,21.073,9.3825,0.9035,-0.6893,2.7179,3.7178,4.5,4.4039,2.3793,1
203.167,999,1006,bus,car,4.4037,3.8221,15.8911,3.9287,6.9874,-2.0434,0.0696,0.6432,4.5,-0.0004,-0.238,1
203.2,1005,858,car,car,16.9086,4.7581,24.627,3.7473,3.2184,-0.7892,0.8212,0.0139,4.5,-0.6386,-0.0021,1
203.233,726,1007,truck,motorcycle,11.073,4.8615,18.3633,6.1335,5.2903,-0.378,0.0167,1.3772,2.0,-0.0012,3.2113,1
203.233,991,726,car,truck,7.29,2.6945,11.073,4.8615,-4.217,0.017,0.1044,0.0167,8.0,1.0115,-0.0012,1
203.233,1010,726,truck,truck,2.6345,5.4615,11.073,4.8615,0.4385,-1.9,2.4075,0.0167,8.0,-4.2551,-0.0012,1
203.233,1010,1007,truck,motorcycle,2.6345,5.4615,18.3633,6.1335,13.7288,-0.978,2.4075,1.3772,2.0,-4.2551,3.2113,2
203.333,996,994,car,car,14.9189,5.9264,21.4164,7.1357,1.9975,-0.5907,1.4161,1.674,4.5,0.4287,0.2706,1
203.367,980,997,car,car,15.6664,8.8122,21.407,10.128,1.2406,-0.4842,2.2294,4.5762,4.5,-9.2896,6.213,1
203.367,999,1006,bus,car,4.4176,3.8219,15.9061,4.0529,6.9885,-1.919,0.0695,0.6143,4.5,-0.0004,-0.0459,1
203.367,999,1013,bus,car,4.4176,3.8219,19.4223,4.4809,10.5047,-1.491,0.0695,0.6695,4.5,-0.0004,0.3193,2
203.367,1006,1013,car,car,15.9061,4.0529,19.4223,4.4809,-0.9838,-1.372,0.6143,0.6695,4.5,-0.0459,0.3193,1
203.4,1005,858,car,car,16.9277,4.914,24.6293,3.7459,3.2016,-0.6319,0.7771,0.014,4.5,0.2011,0.0033,1
203.433,1010,1007,truck,motorcycle,3.0845,5.3415,18.4305,6.4352,13.346,-0.5563,2.5973,1.5585,2.0,6.1801,-1.4803,1
203.533,726,996,truck,car,11.0726,4.8565,14.8877,6.2147,-0.6849,-0.7918,0.0164,1.4789,4.5,-0.0007,0.2849,1
203.533,996,994,car,car,14.8877,6.2147,21.578,7.4361,2.1903,-0.5786,1.4789,1.7426,4.5,0.2849,0.4142,1
203.567,980,997,car,car,15.6575,9.3582,21.8565,10.9823,1.699,-0.1759,4.6618,4.7002,4.5,33.6133,-5.0616,1
203.567,999,1006,bus,car,4.4315,3.8217,15.9098,4.1739,6.9783,-1.7978,0.0694,0.5935,4.5,-0.0003,-0.162,1
203.567,999,1013,bus,car,4.4315,3.8217,19.5141,4.5837,10.5826,-1.388,0.0694,0.6972,4.5,-0.0003,-0.053,2
203.567,1006,1013,car,car,15.9098,4.1739,19.5141,4.5837,-0.8957,-1.3902,0.5935,0.6972,4.5,-0.162,-0.053,1
203.6,1005,858,car,car,16.9392,5.0738,24.6321,3.745,3.1929,-0.4712,0.8294,0.0152,4.5,0.319,0.0089,1
203.633,1010,1007,truck,motorcycle,3.6495,5.1605,18.4839,6.737,12.8344,-0.0735,3.1677,1.6283,2.0,0.9577,2.186,1
203.733,726,996,truck,car,11.0724,4.8533,14.8084,6.5157,-0.764,-0.4876,0.0163,1.683,4.5,-0.0004,1.6785,1
203.733,996,994,car,car,14.8084,6.5157,21.751,7.7538,2.4426,-0.5619,1.683,1.8985,4.5,1.6785,1.1454,1
203.767,980,997,car,car,15.6346,10.6007,22.306,11.8365,2.1714,-0.5642,5.9551,5.586,4.5,-20.6748,13.9498,1
203.767,999,1006,bus,car,4.4454,3.8215,15.9012,4.2905,6.9558,-1.681,0.0693,0.5837,4.5,-0.0003,0.0649,1
203.767,999,1015,bus,car,4.4454,3.8215,19.1734,2.9369,10.228,-1.2654,0.0693,0.328,4.5,-0.0003,-0.0374,2
203.767,999,1013,bus,car,4.4454,3.8215,19.6042,4.6853,10.6588,-1.2862,0.0693,0.6486,4.5,-0.0003,-0.4197,3
203.767,1006,1015,car,car,15.9012,4.2905,19.1734,2.9369,-1.2278,-0.4464,0.5837,0.328,4.5,0.0649,-0.0374,1
203.767,1006,1013,car,car,15.9012,4.2905,19.6042,4.6853,-0.797,-1.4052,0.5837,0.6486,4.5,0.0649,-0.4197,2
203.767,1014,980,truck,car,1.9295,9.9595,15.6346,10.6007,9.2051,-1.5088,4.7752,5.9551,4.5,16.8982,-20.6748,1
203.767,1014,997,truck,car,1.9295,9.9595,22.306,11.8365,15.8765,-0.273,4.7752,5.586,4.5,16.8982,13.9498,2
203.767,1015,1013,car,car,19.1734,2.9369,19.6042,4.6853,-4.0692,-0.0516,0.328,0.6486,4.5,-0.0374,-0.4197,1
203.8,1005,858,car,car,16.9452,5.2458,24.6354,3.745,3.1902,-0.2992,0.8919,0.0175,4.5,0.3063,0.0138,1
203.933,726,996,truck,car,11.0722,4.85,14.6964,6.857,-0.8758,-0.143,0.0162,1.8532,4.5,-0.0001,0.023,1
203.933,996,994,car,car,14.6964,6.857,21.937,8.1068,2.7406,-0.5502,1.8532,2.0742,4.5,0.023,0.6126,1
203.967,980,997,car,car,15.5944,11.5479,22.9175,12.938,2.8231,-0.4099,4.3791,6.3334,4.5,4.9041,-6.4006,1
203.967,1006,1015,car,car,15.8789,4.4082,19.2186,2.9838,-1.1603,-0.3756,0.624,0.3248,4.5,0.3421,0.0053,1
203.967,1006,1013,car,car,15.8789,4.4082,19.6774,4.7836,-0.7015,-1.4246,0.624,0.5819,4.5,0.3421,-0.2619,2
203.967,1015,1013,car,car,19.2186,2.9838,19.6774,4.7836,-4.0412,-0.0002,0.3248,0.5819,4.5,0.0053,-0.2619,1
204.0,999,1005,bus,car,4.4615,3.8213,16.9469,5.4336,7.9854,-0.5377,0.0693,1.0022,4.5,-0.0002,0.7952,1
204.0,999,858,bus,car,4.4615,3.8213,24.6391,3.7458,15.6776,-2.0745,0.0693,0.0208,4.5,-0.0002,0.0183,2
204.0,1005,858,car,car,16.9469,5.4336,24.6391,3.7458,3.1922,-0.1122,1.0022,0.0208,4.5,0.7952,0.0183,1
204.133,996,994,car,car,14.5864,7.2376,22.1288,8.4846,3.0424,-0.553,2.2358,2.1452,4.5,3.814,0.0967,1
204.167,980,997,car,car,15.5359,12.5048,23.525,13.9965,3.4891,-0.3083,5.1307,6.3694,4.5,2.6114,8.4128,1
204.167,1006,1015,car,car,15.839,4.5341,19.2626,3.0321,-1.0764,-0.298,0.6994,0.3304,4.5,0.4094,0.0517,1
204.167,1006,1013,car,car,15.839,4.5341,19.7347,4.8791,-0.6043,-1.455,0.6994,0.5474,4.5,0.4094,0.1275,2
204.167,1015,1013,car,car,19.2626,3.0321,19.7347,4.8791,-4.0279,0.047,0.3304,0.5474,4.5,0.0517,0.1275,1
204.2,987,858,truck,car,22.4604,3.369,24.6433,3.7474,-2.3171,-1.7716,0.1893,0.0247,4.5,0.2479,0.0214,1
204.2,999,1005,bus,car,4.4754,3.8211,16.9444,5.6404,7.969,-0.3307,0.0692,1.0194,4.5,-0.0002,-0.6082,1
204.2,999,987,bus,truck,4.4754,3.8211,22.4604,3.369,9.985,-2.0479,0.0692,0.1893,8.0,-0.0002,0.2479,2
204.2,999,858,bus,car,4.4754,3.8211,24.6433,3.7474,15.6679,-2.0763,0.0692,0.0247,4.5,-0.0002,0.0214,3
204.2,1005,858,car,car,16.9444,5.6404,24.6433,3.7474,3.1989,0.093,1.0194,0.0247,4.5,-0.6082,0.0214,1
204.233,1019,1007,bus,motorcycle,1.8765,6.7395,18.6301,7.9088,14.7536,-0.4807,4.5795,2.3932,2.0,-2.851,-4.7816,1
204.333,996,1020,car,car,14.4667,7.7123,17.2575,9.241,-1.7092,-0.2713,2.4911,4.8198,4.5,-1.2379,-12.2103,1
204.333,996,994,car,car,14.4667,7.7123,22.3247,8.8807,3.358,-0.6316,2.4911,2.3289,4.5,-1.2379,1.7547,2
204.333,1020,994,car,car,17.2575,9.241,22.3247,8.8807,0.5672,-1.4397,4.8198,2.3289,4.5,-12.2103,1.7547,1
204.367,980,997,car,car,15.4664,13.555,24.4845,14.9557,4.5181,-0.3993,5.266,6.7061,4.5,-1.2555,-6.3896,1
204.367,1006,1015,car,car,15.7809,4.6745,19.3055,3.082,-0.9754,-0.2075,0.8387,0.3204,4.5,0.9756,-0.1507,1
204.367,1006,1013,car,car,15.7809,4.6745,19.7545,4.996,-0.5264,-1.4785,0.8387,0.6643,4.5,0.9756,0.84,2
204.367,1006,1021,car,truck,15.7809,4.6745,24.39,6.1405,0.6091,-0.684,0.8387,1.4364,8.0,0.9756,0.6191,3
204.367,1013,1021,car,truck,19.7545,4.996,24.39,6.1405,-3.3645,-1.0055,0.6643,1.4364,8.0,0.84,0.6191,1
204.4,987,858,truck,car,22.4277,3.3436,24.648,3.75,-2.2797,-1.7436,0.2174,0.0292,4.5,0.029,0.0225,1
204.4,999,1005,truck,car,4.4892,3.8209,16.9247,5.8513,7.9355,-0.1196,0.0692,1.1985,4.5,-0.0002,2.3845,1
204.4,999,987,truck,truck,4.4892,3.8209,22.4277,3.3436,9.9385,-2.0227,0.0692,0.2174,8.0,-0.0002,0.029,2
204.4,999,858,truck,car,4.4892,3.8209,24.648,3.75,15.6588,-2.0791,0.0692,0.0292,4.5,-0.0002,0.0225,3
204.467,1022,1014,truck,truck,4.3805,6.5595,5.966,6.9295,-6.4145,-2.13,5.5493,5.2891,8.0,-18.6179,0.9501,1
204.533,996,1020,car,car,14.316,8.172,17.258,10.013,-1.558,0.041,2.3991,3.1613,4.5,0.287,-4.3746,1
204.533,996,994,car,car,14.316,8.172,22.5303,9.2967,3.7143,-0.6753,2.3991,2.1395,4.5,0.287,-3.4004,2
204.533,1020,994,car,car,17.258,10.013,22.5303,9.2967,0.7723,-1.0837,3.1613,2.1395,4.5,-4.3746,-3.4004,1
204.567,980,997,car,car,15.3827,14.5917,25.2165,15.8307,5.3338,-0.561,5.1943,4.6452,4.5,0.5356,-9.2723,1
204.567,1006,1015,car,car,15.7057,4.8429,19.3475,3.1343,-0.8582,-0.0914,0.9918,0.3848,4.5,0.5577,0.8617,1
204.567,1006,1021,car,truck,15.7057,4.8429,24.654,6.305,0.9483,-0.6879,0.9918,1.732,8.0,0.5577,2.3551,2
204.6,999,858,bus,car,4.503,3.8206,24.6533,3.7534,15.6503,-2.0828,0.0692,0.0335,4.5,-0.0002,0.0213,1
204.667,1022,1014,truck,truck,5.0495,6.0735,6.627,6.213,-6.4225,-2.3605,3.1682,3.9535,8.0,-5.192,-14.227,1
204.667,1022,1023,truck,car,5.0495,6.0735,16.122,3.9054,6.5725,0.0181,3.1682,0.7083,4.5,-5.192,0.0807,2
204.733,996,994,car,car,14.1416,8.6229,22.7412,9.7455,4.0996,-0.6774,2.4241,3.6497,4.5,-0.0433,20.6227,1
204.733,1020,994,car,car,17.2655,10.61,22.7412,9.7455,0.9757,-0.9355,3.0709,3.6497,4.5,3.4727,20.6227,1
204.767,980,997,car,car,15.2946,15.6341,24.916,16.7213,5.1214,-0.7128,5.2502,7.1548,4.5,0.0234,36.5885,1
204.767,1006,1015,car,car,15.6167,5.0319,19.3875,3.2137,-0.7292,0.0182,1.0953,0.4755,4.5,0.4779,0.0012,1
204.767,1006,1021,car,truck,15.6167,5.0319,24.979,6.548,1.3623,-0.6339,1.0953,2.3926,8.0,0.4779,4.2853,2
204.8,999,1013,bus,car,4.5169,3.8204,19.7807,5.3415,10.7638,-0.6289,0.0691,0.8903,4.5,-0.0002,0.2048,1
204.8,999,858,bus,car,4.5169,3.8204,24.6591,3.7575,15.6422,-2.0871,0.0691,0.0375,4.5,-0.0002,0.0181,2
204.8,1005,1013,car,car,16.8314,6.4194,19.7807,5.3415,-1.5507,-0.7221,1.5228,0.8903,4.5,0.0058,0.2048,1
204.8,1013,858,car,car,19.7807,5.3415,24.6591,3.7575,0.3784,-0.216,0.8903,0.0375,4.5,0.2048,0.0181,1
204.867,1014,1023,truck,car,7.1265,5.7665,16.1083,4.0462,4.4818,-0.4297,3.5601,0.6973,4.5,10.142,-0.1876,1
204.867,1022,1014,truck,truck,5.569,5.737,7.1265,5.7665,-6.4425,-2.4705,3.4666,3.5601,8.0,8.1583,10.142,1
204.867,1022,1023,truck,car,5.569,5.737,16.1083,4.0462,6.0393,-0.4592,3.4666,0.6973,4.5,8.1583,-0.1876,2
204.933,996,994,car,car,13.9603,9.2237,22.9615,10.6818,4.5012,-0.3419,4.6078,5.1769,4.5,22.2805,-2.2252,1
204.967,1006,1021,car,truck,15.5284,5.2436,25.381,6.894,1.8526,-0.4996,1.2038,2.7417,8.0,0.6348,-0.7762,1
205.0,999,1010,bus,truck,4.5307,3.8201,6.1135,3.353,-6.4172,-2.0329,0.0691,1.6883,8.0,-0.0001,-8.139,1
205.0,999,1013,bus,car,4.5307,3.8201,19.8092,5.5259,10.7785,-0.4442,0.0691,1.0064,4.5,-0.0001,1.0744,2
205.0,999,858,bus,car,4.5307,3.8201,24.6654,3.7622,15.6347,-2.0921,0.0691,0.0406,4.5,-0.0001,0.0135,3
205.0,1005,1013,car,car,16.7743,6.7271,19.8092,5.5259,-1.4651,-0.5988,1.6483,1.0064,4.5,1.2506,1.0744,1
205.0,1010,1013,truck,car,6.1135,3.353,19.8092,5.5259,9.1957,0.0229,1.6883,1.0064,4.5,-8.139,1.0744,1
205.0,1010,858,truck,car,6.1135,3.353,24.6654,3.7622,14.0519,-1.7408,1.6883,0.0406,4.5,-8.139,0.0135,2
205.0,1013,858,car,car,19.8092,5.5259,24.6654,3.7622,0.3562,-0.0363,1.0064,0.0406,4.5,1.0744,0.0135,1
205.067,1014,1023,truck,car,7.717,5.2395,16.0967,4.1893,3.8797,-1.0998,3.7383,0.7816,4.5,-8.358,1.1066,1
205.067,1022,1014,truck,truck,6.195,5.33,7.717,5.2395,-6.478,-2.4095,3.4519,3.7383,8.0,-8.2931,-8.358,1
205.067,1022,1023,truck,car,6.195,5.33,16.0967,4.1893,5.4017,-1.0093,3.4519,0.7816,4.5,-8.2931,1.1066,2
205.133,996,994,car,car,13.7698,10.3682,23.57,11.4986,5.3002,-0.6696,5.9512,4.9366,4.5,-8.9468,-3.6217,1
205.133,1020,994,car,car,17.3745,12.566,23.57,11.4986,1.6955,-0.7326,7.8577,4.9366,4.5,20.46,-3.6217,1
205.167,1006,1021,car,truck,15.4585,5.4869,25.7925,7.1965,2.334,-0.4404,1.3287,2.2557,8.0,0.6036,-4.1264,1
205.2,999,1010,bus,truck,4.5445,3.8198,6.351,3.331,-6.1935,-2.0112,0.0691,1.1959,8.0,-0.0001,1.4473,1
205.2,999,1013,bus,car,4.5445,3.8198,19.8869,5.7291,10.8424,-0.2407,0.0691,1.1426,4.5,-0.0001,0.2006,2
205.2,999,858,bus,car,4.5445,3.8198,24.6721,3.7672,15.6276,-2.0974,0.0691,0.0428,4.5,-0.0001,0.008,3
205.2,1005,1013,car,car,16.721,7.0798,19.8869,5.7291,-1.3341,-0.4493,1.9296,1.1426,4.5,1.5708,0.2006,1
205.2,1010,858,truck,car,6.351,3.331,24.6721,3.7672,13.8211,-1.7138,1.1959,0.0428,4.5,1.4473,0.008,1
205.267,1014,1023,truck,car,8.157,4.8265,16.1121,4.3658,3.4551,-1.6893,2.4117,0.9818,4.5,-4.8756,0.8358,1
205.267,1022,1014,truck,truck,6.6525,5.003,8.157,4.8265,-6.4955,-2.3235,2.3607,2.4117,8.0,-2.639,-4.8756,1
205.267,1022,1023,truck,car,6.6525,5.003,16.1121,4.3658,4.9596,-1.5128,2.3607,0.9818,4.5,-2.639,0.8358,2
205.3,1024,987,car,truck,15.241,3.5994,22.2649,3.2633,-0.9761,-1.8139,0.6517,0.1563,8.0,0.0855,-0.1737,1
205.333,996,994,car,car,13.5544,11.444,24.0824,12.317,6.028,-0.927,5.4486,4.9314,4.5,3.8679,2.8545,1
205.367,1006,1021,car,truck,15.4074,5.7582,26.1965,7.4565,2.7891,-0.4517,1.4224,3.1069,8.0,0.3232,12.631,1
205.4,999,1010,bus,truck,4.5583,3.8194,6.5815,3.3825,-5.9768,-2.0631,0.0691,1.6884,8.0,-0.0001,14.0165,1
205.4,999,1013,bus,car,4.5583,3.8194,19.9944,5.9384,10.9361,-0.031,0.0691,1.2257,4.5,-0.0001,0.6358,2
205.4,999,858,bus,car,4.5583,3.8194,24.679,3.7725,15.6207,-2.1031,0.0691,0.0438,4.5,-0.0001,0.0023,3
205.4,1005,1013,car,car,16.6851,7.4844,19.9944,5.9384,-1.1907,-0.254,2.0786,1.2257,4.5,-0.0691,0.6358,1
205.4,1010,858,truck,car,6.5815,3.3825,24.679,3.7725,13.5975,-1.76,1.6884,0.0438,4.5,14.0165,0.0023,1
205.467,1014,1023,truck,car,8.514,4.538,16.1375,4.5752,3.1235,-2.1128,2.5461,1.1173,4.5,6.1546,0.5183,1
205.467,1022,1014,truck,truck,7.0215,4.7265,8.514,4.538,-6.5075,-2.3115,2.4592,2.5461,8.0,3.627,6.1546,1
205.467,1022,1023,truck,car,7.0215,4.7265,16.1375,4.5752,4.616,-1.9987,2.4592,1.1173,4.5,3.627,0.5183,2
205.5,1024,987,car,truck,15.2232,3.7304,22.2351,3.2558,-0.9881,-1.6754,0.6727,0.168,8.0,0.1267,0.3127,1
205.533,996,994,car,car,13.3183,12.5537,24.6264,13.172,6.8081,-1.1817,5.7349,5.0502,4.5,-1.0016,-1.6356,1
205.567,1006,1021,car,truck,15.3708,6.0499,26.8445,7.8915,3.4737,-0.3084,1.5339,4.2299,8.0,0.7974,-1.4058,1
205.6,999,1010,bus,truck,4.5721,3.819,6.916,3.0665,-5.6561,-1.7475,0.069,1.9547,8.0,-0.0001,-12.3609,1
205.6,999,858,bus,car,4.5721,3.819,24.6861,3.7777,15.614,-2.1087,0.069,0.0437,4.5,-0.0001,-0.0033,2
205.6,1005,1013,car,car,16.6762,7.9202,20.1309,6.1633,-1.0453,-0.0431,2.3867,1.4299,4.5,3.1301,1.3948,1
205.6,1010,858,truck,car,6.916,3.0665,24.6861,3.7777,13.2701,-1.4388,1.9547,0.0437,4.5,-12.3609,-0.0033,1
205.667,1014,1023,truck,car,8.9605,4.176,16.1678,4.8081,2.7073,-1.5179,2.9143,1.2359,4.5,-2.4784,0.6696,1
205.667,1022,1014,truck,truck,7.45,4.4215,8.9605,4.176,-6.4895,-2.2545,2.6086,2.9143,8.0,-2.1328,-2.4784,1
205.667,1022,1023,truck,car,7.45,4.4215,16.1678,4.8081,4.2178,-1.7634,2.6086,1.2359,4.5,-2.1328,0.6696,2
205.7,1024,987,car,truck,15.2108,3.8686,22.2032,3.2561,-1.0076,-1.5375,0.7225,0.1141,8.0,0.3696,-0.8208,1
205.733,996,994,car,car,13.064,13.6634,25.1473,14.0497,7.5833,-1.4137,5.706,5.3851,4.5,0.7082,5.38,1
205.8,999,1010,bus,truck,4.5859,3.8186,7.184,3.055,-5.4019,-1.7364,0.069,1.2496,8.0,-0.0001,-0.9748,1
205.8,999,858,bus,car,4.5859,3.8186,24.6931,3.7827,15.6072,-2.1141,0.069,0.0426,4.5,-0.0001,-0.0079,2
205.8,1010,858,truck,car,7.184,3.055,24.6931,3.7827,13.0091,-1.4223,1.2496,0.0426,4.5,-0.9748,-0.0079,1
205.867,1014,1023,truck,car,9.3325,3.8795,16.2081,5.0656,2.3756,-0.9639,1.5563,1.3719,4.5,-11.0726,0.6905,1
205.867,1022,1014,truck,truck,7.8375,4.1665,9.3325,3.8795,-6.505,-2.213,1.9558,1.5563,8.0,-4.3774,-11.0726,1
205.867,1022,1023,truck,car,7.8375,4.1665,16.2081,5.0656,3.8706,-1.2509,1.9558,1.3719,4.5,-4.3774,0.6905,2
205.933,996,994,car,car,12.7975,14.7819,25.8683,14.9369,8.5708,-1.645,5.7649,5.8185,4.5,-0.1187,-1.4816,1
206.0,999,858,bus,car,4.5997,3.8181,24.7,3.7874,15.6003,-2.1193,0.069,0.0407,4.5,-0.0001,-0.0111,1
206.1,1022,1024,truck,car,8.174,3.9825,15.1922,4.1859,2.5182,-1.9466,1.5349,0.8547,4.5,0.7245,0.1885,1
206.1,1028,1021,truck,truck,3.1915,7.7795,28.507,8.9345,17.3155,-1.345,11.9072,4.5262,8.0,-65.6447,18.324,1
206.133,996,994,car,car,12.526,15.901,26.5893,15.8248,9.5633,-1.7238,5.7551,5.6661,4.5,0.0204,-0.0688,1
206.2,999,858,bus,car,4.6135,3.8176,24.7066,3.7918,15.5931,-2.1242,0.069,0.0383,4.5,-0.0001,-0.0127,1
206.3,1010,1024,truck,car,7.75,3.0875,15.185,4.3662,2.935,-0.8713,1.2821,0.978,4.5,1.5426,1.0597,1
206.333,726,1029,truck,car,11.0656,4.8104,18.2067,3.7717,2.6411,-1.1113,0.0174,0.8518,4.5,0.0002,0.0416,1
206.4,999,858,bus,car,4.6273,3.8171,24.7128,3.7957,15.5855,-2.1286,0.069,0.0358,4.5,-0.0001,-0.0126,1
206.433,1030,1027,truck,car,4.041,6.65,24.4925,8.7045,15.9515,-0.0955,3.7084,2.7932,4.5,-61.6392,-8.1956,1
206.467,1023,1031,car,car,16.3679,5.9057,17.9919,5.0868,-2.876,-0.9811,1.4429,1.2626,4.5,0.1244,-0.5586,1
206.467,1031,987,car,truck,17.9919,5.0868,22.2334,3.3097,-3.7585,-0.3729,1.2626,0.0857,8.0,-0.5586,-0.0421,1
206.5,1010,1024,truck,car,8.014,2.9555,15.1588,4.5828,2.6448,-0.5227,1.7184,1.2118,4.5,2.781,1.2688,1
206.533,726,1029,truck,car,11.0646,4.8071,18.298,3.9166,2.7334,-1.2595,0.0174,0.8605,4.5,0.0001,0.0455,1
206.6,999,858,truck,car,4.6411,3.8165,24.7188,3.7992,15.5777,-2.1327,0.069,0.0334,4.5,-0.0001,-0.0108,1
206.633,1030,1015,truck,car,4.481,6.1535,20.4207,4.4863,11.4397,-0.4828,6.2756,1.4077,4.5,11.864,0.5464,1
206.667,1023,1031,car,car,16.4028,6.1902,18.0694,5.3202,-2.8334,-0.93,1.4009,1.2198,4.5,-0.5454,0.1208,1
206.667,1031,987,car,truck,18.0694,5.3202,22.247,3.3278,-3.8224,-0.1576,1.2198,0.1746,8.0,0.1208,0.973,1
206.7,1028,1024,truck,car,5.912,6.587,15.1145,4.8371,4.7025,-0.4001,4.7075,1.3209,4.5,2.0325,-0.1827,1
206.733,726,1029,truck,car,11.0636,4.8037,18.3912,4.0624,2.8276,-1.4087,0.0174,0.8701,4.5,-0.0001,0.0505,1
206.833,1030,1033,truck,car,4.921,5.1495,16.3624,3.8585,6.9414,-0.859,2.9752,0.9432,4.5,-35.6219,0.1253,1
206.833,1030,1015,truck,car,4.921,5.1495,20.6016,4.7189,11.1806,-1.7194,2.9752,1.5504,4.5,-35.6219,0.8822,2
206.833,1033,1015,car,car,16.3624,3.8585,20.6016,4.7189,-0.2608,-0.9396,0.9432,1.5504,4.5,0.1253,0.8822,1
206.867,1023,1031,car,car,16.4341,6.4719,18.1454,5.5593,-2.7887,-0.8874,1.505,1.3124,4.5,1.6106,0.8212,1
206.867,1031,987,car,truck,18.1454,5.5593,22.2665,3.3727,-3.8789,0.0366,1.3124,0.2876,8.0,0.8212,0.1412,1
206.9,1028,1024,truck,car,6.6675,6.042,15.0679,5.0976,3.9004,-1.2056,4.346,1.346,4.5,-6.0304,0.4338,1
