frame_number,vehicle_id,timestamp_s,vehicle_type,x_center_px,y_center_px,x_front_px,y_front_px,x_min,y_min,x_max,y_max,width_px,height_px,confidence,vehicle_length_m,vehicle_width_m
24837,2738,827.9,car,545.31,217.79,616.09,217.79,474.53,186.54,616.09,249.04,141.56,62.51,0.762,4.5,1.8
24837,2799,827.9,motorcycle,340.47,214.51,358.05,214.51,322.9,196.75,358.05,232.27,35.15,35.52,0.5921,2.0,0.8
24841,2594,828.033,car,143.21,292.09,285.99,292.09,0.44,228.35,285.99,355.83,285.55,127.48,0.8855,4.5,1.8
24843,2738,828.1,car,543.82,217.81,616.69,217.81,470.95,186.86,616.69,248.75,145.74,61.89,0.7923,4.5,1.8
24843,2799,828.1,motorcycle,335.75,213.81,351.08,213.81,320.42,196.19,351.08,231.42,30.66,35.23,0.4279,2.0,0.8
24844,2798,828.133,car,243.43,215.96,305.44,215.96,181.43,162.6,305.44,269.31,124.01,106.71,0.6588,4.5,1.8
24847,2594,828.233,car,143.58,290.21,287.15,290.21,0.02,224.58,287.15,355.85,287.13,131.28,0.8381,4.5,1.8
24849,2738,828.3,car,543.94,217.99,616.37,217.99,471.51,186.34,616.37,249.64,144.86,63.3,0.8178,4.5,1.8
24849,2799,828.3,motorcycle,329.98,214.54,345.03,214.54,314.92,197.25,345.03,231.83,30.11,34.58,0.4963,2.0,0.8
24850,2798,828.333,car,242.5,214.23,303.99,214.23,181.01,161.45,303.99,267.01,122.98,105.56,0.7006,4.5,1.8
24853,2594,828.433,car,144.5,290.2,289.0,290.2,0.0,224.61,289.0,355.78,289.0,131.17,0.8449,4.5,1.8
24855,2738,828.5,car,535.11,216.85,594.81,216.85,475.41,185.62,594.81,248.08,119.39,62.46,0.8001,4.5,1.8
24856,2798,828.533,car,244.27,214.25,305.81,214.25,182.72,161.28,305.81,267.22,123.09,105.94,0.6817,4.5,1.8
24859,2594,828.633,car,146.02,287.29,292.0,287.29,0.04,218.63,292.0,355.96,291.96,137.33,0.8486,4.5,1.8
24861,2738,828.7,car,530.57,216.17,585.54,216.17,475.6,184.63,585.54,247.71,109.94,63.08,0.6712,4.5,1.8
24863,2798,828.767,car,244.12,214.31,305.78,214.31,182.47,161.1,305.78,267.51,123.3,106.41,0.5032,4.5,1.8
24865,2594,828.833,car,146.87,288.07,293.13,288.07,0.62,220.02,293.13,356.11,292.51,136.09,0.9023,4.5,1.8
24867,2738,828.9,car,545.93,214.52,615.43,214.52,476.43,184.18,615.43,244.87,139.0,60.68,0.6762,4.5,1.8
24871,2594,829.033,car,146.69,287.78,292.72,287.78,0.66,219.26,292.72,356.31,292.07,137.05,0.9105,4.5,1.8
24871,2800,829.033,car,543.88,240.36,608.18,240.36,479.58,184.49,608.18,296.22,128.6,111.73,0.5543,4.5,1.8
24873,2798,829.1,car,236.77,214.45,297.6,214.45,175.94,160.31,297.6,268.59,121.67,108.27,0.7465,4.5,1.8
24873,2738,829.1,car,547.5,213.87,618.36,213.87,476.64,183.24,618.36,244.5,141.72,61.25,0.671,4.5,1.8
24877,2594,829.233,car,146.56,287.66,292.41,287.66,0.72,219.37,292.41,355.94,291.69,136.57,0.9137,4.5,1.8
24879,2738,829.3,car,546.98,212.64,617.85,212.64,476.11,182.27,617.85,243.0,141.74,60.73,0.7334,4.5,1.8
24883,2594,829.433,car,146.18,288.49,291.94,288.49,0.42,220.79,291.94,356.18,291.51,135.39,0.8938,4.5,1.8
24885,2738,829.5,car,545.98,213.68,618.41,213.68,473.55,183.56,618.41,243.8,144.86,60.24,0.7681,4.5,1.8
24889,2594,829.633,car,145.84,280.49,291.51,280.49,0.18,204.91,291.51,356.07,291.33,151.16,0.9056,4.5,1.8
24891,2738,829.7,car,545.49,213.56,618.08,213.56,472.9,183.05,618.08,244.06,145.18,61.01,0.8255,4.5,1.8
24895,2594,829.833,car,145.94,286.61,291.62,286.61,0.25,217.33,291.62,355.9,291.36,138.56,0.921,4.5,1.8
24895,2801,829.833,bicycle,373.62,234.02,389.13,234.02,358.11,215.74,389.13,252.3,31.02,36.57,0.5521,1.8,0.6
24897,2738,829.9,car,545.97,212.85,618.46,212.85,473.48,181.91,618.46,243.78,144.98,61.88,0.8443,4.5,1.8
24900,2797,830.0,motorcycle,584.28,273.02,617.08,273.02,551.49,242.58,617.08,303.46,65.59,60.88,0.6231,2.0,0.8
24901,2594,830.033,car,146.03,282.39,291.93,282.39,0.13,209.0,291.93,355.79,291.8,146.79,0.9155,4.5,1.8
24901,2801,830.033,bicycle,372.15,234.73,386.33,234.73,357.96,216.51,386.33,252.96,28.36,36.46,0.5195,1.8,0.6
24903,2738,830.1,car,545.68,212.6,618.56,212.6,472.8,181.64,618.56,243.56,145.76,61.91,0.851,4.5,1.8
24906,2797,830.2,motorcycle,584.1,273.13,617.17,273.13,551.04,243.68,617.17,302.58,66.13,58.91,0.5202,2.0,0.8
24907,2594,830.233,car,146.02,280.52,291.89,280.52,0.16,205.34,291.89,355.71,291.73,150.36,0.9216,4.5,1.8
24907,2801,830.233,bicycle,371.09,233.8,384.15,233.8,358.03,215.79,384.15,251.82,26.12,36.03,0.5261,1.8,0.6
24909,2738,830.3,car,550.97,212.77,618.86,212.77,483.09,181.53,618.86,244.0,135.77,62.47,0.6295,4.5,1.8
24912,2797,830.4,motorcycle,574.15,266.08,616.84,266.08,531.46,228.7,616.84,303.47,85.38,74.77,0.4172,2.0,0.8
24913,2594,830.433,car,145.9,285.66,291.58,285.66,0.23,215.23,291.58,356.09,291.36,140.86,0.913,4.5,1.8
24913,2801,830.433,bicycle,370.76,233.68,383.24,233.68,358.27,216.04,383.24,251.32,24.97,35.27,0.5437,1.8,0.6
24915,2738,830.5,car,548.28,213.38,618.38,213.38,478.18,182.57,618.38,244.19,140.21,61.62,0.8286,4.5,1.8
24918,2802,830.6,bicycle,309.56,297.23,356.36,297.23,262.77,258.58,356.36,335.88,93.58,77.3,0.6476,1.8,0.6
24919,2594,830.633,car,145.48,286.33,290.93,286.33,0.03,216.48,290.93,356.18,290.89,139.69,0.9028,4.5,1.8
24919,2797,830.633,motorcycle,574.41,266.91,616.51,266.91,532.32,229.45,616.51,304.38,84.19,74.93,0.5058,2.0,0.8
24921,2738,830.7,car,546.72,213.71,617.84,213.71,475.6,182.36,617.84,245.06,142.25,62.71,0.8352,4.5,1.8
24924,2802,830.8,bicycle,310.67,293.92,359.06,293.92,262.28,252.68,359.06,335.15,96.78,82.47,0.5891,1.8,0.6
24925,2594,830.833,car,145.37,285.79,290.43,285.79,0.3,215.65,290.43,355.93,290.13,140.28,0.9174,4.5,1.8
24925,2797,830.833,motorcycle,576.09,268.26,616.94,268.26,535.24,231.82,616.94,304.7,81.71,72.88,0.4445,2.0,0.8
24927,2738,830.9,car,545.05,214.16,617.64,214.16,472.46,182.32,617.64,245.99,145.19,63.67,0.8373,4.5,1.8
24931,2594,831.033,car,146.26,288.08,292.33,288.08,0.18,219.96,292.33,356.2,292.15,136.24,0.9175,4.5,1.8
24931,2797,831.033,motorcycle,574.54,267.64,616.55,267.64,532.53,230.66,616.55,304.62,84.02,73.96,0.5276,2.0,0.8
24933,2738,831.1,car,545.41,214.19,617.19,214.19,473.62,182.45,617.19,245.93,143.57,63.49,0.8399,4.5,1.8
24937,2594,831.233,car,141.88,288.45,283.42,288.45,0.34,220.58,283.42,356.32,283.08,135.73,0.6362,4.5,1.8
24937,2797,831.233,motorcycle,574.15,266.82,616.69,266.82,531.6,229.54,616.69,304.11,85.09,74.57,0.5491,2.0,0.8
24939,2738,831.3,car,545.3,214.14,616.91,214.14,473.69,182.66,616.91,245.62,143.22,62.96,0.8256,4.5,1.8
24943,2594,831.433,car,145.47,287.55,290.71,287.55,0.24,218.67,290.71,356.44,290.48,137.78,0.8452,4.5,1.8
24943,2797,831.433,motorcycle,573.02,265.98,616.46,265.98,529.58,228.36,616.46,303.6,86.88,75.24,0.4995,2.0,0.8
24945,2738,831.5,car,544.09,213.58,616.26,213.58,471.92,182.2,616.26,244.95,144.33,62.75,0.8312,4.5,1.8
24949,2594,831.633,car,145.13,289.18,289.95,289.18,0.32,222.06,289.95,356.3,289.63,134.25,0.8993,4.5,1.8
24949,2797,831.633,motorcycle,573.26,266.46,615.41,266.46,531.1,229.26,615.41,303.66,84.32,74.4,0.4449,2.0,0.8
24951,2738,831.7,car,544.63,213.29,617.63,213.29,471.63,182.07,617.63,244.5,146.0,62.43,0.8504,4.5,1.8
24955,2594,831.833,car,143.73,288.41,287.23,288.41,0.24,220.94,287.23,355.89,286.99,134.95,0.9121,4.5,1.8
24955,2797,831.833,motorcycle,570.57,265.67,614.45,265.67,526.69,228.12,614.45,303.21,87.76,75.09,0.6655,2.0,0.8
24957,2738,831.9,car,543.14,213.13,613.77,213.13,472.51,181.54,613.77,244.72,141.26,63.18,0.8431,4.5,1.8
24961,2594,832.033,car,141.72,287.5,283.02,287.5,0.43,218.39,283.02,356.61,282.59,138.22,0.9024,4.5,1.8
24961,2797,832.033,motorcycle,569.65,265.6,612.75,265.6,526.54,228.56,612.75,302.63,86.21,74.07,0.5552,2.0,0.8
24963,2738,832.1,car,541.25,212.67,613.29,212.67,469.22,181.84,613.29,243.51,144.07,61.67,0.8303,4.5,1.8
24967,2594,832.233,car,142.47,287.24,283.95,287.24,0.98,218.54,283.95,355.93,282.97,137.39,0.9205,4.5,1.8
24967,2797,832.233,motorcycle,570.84,266.41,611.11,266.41,530.57,230.06,611.11,302.77,80.54,72.71,0.4242,2.0,0.8
24969,2738,832.3,car,543.58,212.52,612.59,212.52,474.57,181.98,612.59,243.07,138.03,61.08,0.7771,4.5,1.8
24973,2594,832.433,car,142.16,286.8,283.96,286.8,0.36,217.73,283.96,355.87,283.6,138.15,0.9041,4.5,1.8
24973,2797,832.433,motorcycle,568.47,265.6,610.41,265.6,526.53,228.04,610.41,303.16,83.88,75.13,0.5528,2.0,0.8
24975,2738,832.5,car,541.39,212.59,614.59,212.59,468.18,181.11,614.59,244.07,146.4,62.95,0.8217,4.5,1.8
24979,2594,832.633,car,140.62,287.57,280.84,287.57,0.41,218.37,280.84,356.77,280.42,138.4,0.9136,4.5,1.8
24979,2797,832.633,motorcycle,567.94,266.29,609.99,266.29,525.89,228.57,609.99,304.01,84.1,75.44,0.6106,2.0,0.8
24981,2738,832.7,car,539.15,212.6,611.48,212.6,466.82,182.23,611.48,242.96,144.66,60.73,0.8307,4.5,1.8
24985,2594,832.833,car,141.66,286.88,282.9,286.88,0.43,217.49,282.9,356.27,282.46,138.78,0.911,4.5,1.8
24985,2797,832.833,motorcycle,572.66,269.13,609.66,269.13,535.67,234.53,609.66,303.73,73.99,69.2,0.5729,2.0,0.8
24987,2738,832.9,car,539.05,212.7,611.4,212.7,466.69,182.73,611.4,242.67,144.71,59.94,0.8322,4.5,1.8
24991,2594,833.033,car,141.82,287.91,283.22,287.91,0.41,219.62,283.22,356.2,282.81,136.58,0.8948,4.5,1.8
24991,2797,833.033,motorcycle,572.86,269.49,609.32,269.49,536.41,235.14,609.32,303.85,72.91,68.71,0.5986,2.0,0.8
24993,2738,833.1,car,539.57,213.1,611.73,213.1,467.41,182.31,611.73,243.89,144.32,61.58,0.7917,4.5,1.8
24997,2594,833.233,car,141.73,287.68,283.07,287.68,0.38,219.43,283.07,355.93,282.69,136.5,0.9071,4.5,1.8
24997,2797,833.233,motorcycle,574.24,270.56,610.24,270.56,538.25,237.01,610.24,304.11,71.98,67.1,0.593,2.0,0.8
24999,2738,833.3,car,539.18,214.44,612.24,214.44,466.12,183.66,612.24,245.21,146.12,61.56,0.8407,4.5,1.8
25003,2594,833.433,car,142.31,284.35,284.1,284.35,0.52,212.6,284.1,356.1,283.58,143.5,0.9001,4.5,1.8
25003,2797,833.433,motorcycle,574.23,270.69,610.7,270.69,537.77,236.65,610.7,304.72,72.93,68.06,0.5483,2.0,0.8
25005,2738,833.5,car,540.83,214.72,613.23,214.72,468.43,183.83,613.23,245.61,144.81,61.78,0.8313,4.5,1.8
25009,2594,833.633,car,141.8,287.42,282.78,287.42,0.83,219.48,282.78,355.36,281.96,135.88,0.8717,4.5,1.8
25009,2797,833.633,motorcycle,577.86,274.0,611.2,274.0,544.53,243.08,611.2,304.93,66.67,61.84,0.6047,2.0,0.8
25009,2803,833.633,bicycle,357.27,305.49,458.84,305.49,255.7,254.94,458.84,356.03,203.14,101.09,0.6044,1.8,0.6
25011,2738,833.7,car,540.46,215.98,613.42,215.98,467.5,184.19,613.42,247.77,145.92,63.58,0.8564,4.5,1.8
25014,2804,833.8,car,11.43,201.42,22.85,201.42,0.01,178.7,22.85,224.14,22.84,45.44,0.756,4.5,1.8
25015,2594,833.833,car,141.75,287.53,282.71,287.53,0.78,219.72,282.71,355.34,281.93,135.62,0.8578,4.5,1.8
25015,2797,833.833,motorcycle,576.72,272.19,613.17,272.19,540.26,238.84,613.17,305.54,72.92,66.7,0.6638,2.0,0.8
25015,2803,833.833,bicycle,358.19,304.26,460.6,304.26,255.78,252.44,460.6,356.08,204.82,103.63,0.5857,1.8,0.6
25017,2738,833.9,car,541.92,215.41,615.02,215.41,468.82,183.43,615.02,247.38,146.2,63.95,0.8334,4.5,1.8
25020,2804,834.0,car,16.89,194.77,33.63,194.77,0.16,163.62,33.63,225.91,33.46,62.29,0.7747,4.5,1.8
25021,2594,834.033,car,142.84,287.59,285.64,287.59,0.04,218.13,285.64,357.05,285.6,138.92,0.7171,4.5,1.8
25021,2797,834.033,motorcycle,578.39,272.12,615.65,272.12,541.14,238.6,615.65,305.65,74.51,67.05,0.6215,2.0,0.8
25021,2803,834.033,bicycle,359.19,304.66,461.41,304.66,256.98,252.4,461.41,356.91,204.43,104.52,0.4692,1.8,0.6
25023,2738,834.1,car,543.46,216.88,617.11,216.88,469.8,183.63,617.11,250.12,147.31,66.49,0.82,4.5,1.8
25027,2594,834.233,car,143.99,287.62,287.27,287.62,0.72,219.42,287.27,355.82,286.56,136.4,0.8946,4.5,1.8
25027,2803,834.233,bicycle,358.69,306.02,460.29,306.02,257.09,254.52,460.29,357.53,203.2,103.01,0.573,1.8,0.6
25027,2797,834.233,motorcycle,575.94,271.0,615.88,271.0,536.0,235.35,615.88,306.66,79.88,71.31,0.4052,2.0,0.8
25029,2738,834.3,car,543.83,216.17,617.8,216.17,469.85,184.44,617.8,247.9,147.95,63.46,0.8497,4.5,1.8
25033,2594,834.433,car,144.57,287.6,288.98,287.6,0.16,219.25,288.98,355.95,288.82,136.7,0.9053,4.5,1.8
25033,2797,834.433,motorcycle,576.74,270.05,615.96,270.05,537.52,234.59,615.96,305.52,78.44,70.93,0.4881,2.0,0.8
25034,2804,834.467,car,25.12,192.23,50.12,192.23,0.12,155.97,50.12,228.49,50.0,72.53,0.5479,4.5,1.8
25035,2738,834.5,car,544.28,215.93,616.72,215.93,471.84,184.61,616.72,247.25,144.88,62.64,0.8561,4.5,1.8
25039,2594,834.633,car,144.72,287.91,289.21,287.91,0.23,219.74,289.21,356.08,288.98,136.34,0.9112,4.5,1.8
25039,2797,834.633,motorcycle,579.82,273.25,615.74,273.25,543.89,241.22,615.74,305.28,71.86,64.06,0.5037,2.0,0.8
25041,2738,834.7,car,544.04,214.91,616.51,214.91,471.57,184.19,616.51,245.63,144.94,61.44,0.8605,4.5,1.8
25045,2594,834.833,car,145.0,286.8,289.67,286.8,0.34,217.7,289.67,355.9,289.33,138.19,0.9187,4.5,1.8
25045,2797,834.833,motorcycle,578.65,271.95,615.7,271.95,541.6,238.51,615.7,305.39,74.1,66.88,0.4738,2.0,0.8
25047,2738,834.9,car,544.44,214.48,616.64,214.48,472.24,184.11,616.64,244.85,144.4,60.73,0.8714,4.5,1.8
25051,2594,835.033,car,145.02,287.52,289.75,287.52,0.29,219.05,289.75,355.98,289.45,136.93,0.9199,4.5,1.8
25051,2797,835.033,motorcycle,578.77,271.38,616.18,271.38,541.37,237.8,616.18,304.95,74.81,67.15,0.5775,2.0,0.8
25053,2738,835.1,car,545.0,213.6,617.1,213.6,472.9,183.26,617.1,243.94,144.2,60.68,0.8842,4.5,1.8
25057,2594,835.233,car,145.63,287.61,290.94,287.61,0.32,219.27,290.94,355.94,290.62,136.67,0.9205,4.5,1.8
25057,2797,835.233,motorcycle,580.87,272.04,617.06,272.04,544.67,239.57,617.06,304.5,72.39,64.92,0.6487,2.0,0.8
25059,2738,835.3,car,545.54,213.37,618.51,213.37,472.58,183.04,618.51,243.7,145.92,60.66,0.8737,4.5,1.8
25063,2594,835.433,car,145.65,288.12,290.88,288.12,0.42,220.34,290.88,355.91,290.45,135.57,0.9064,4.5,1.8
25063,2797,835.433,motorcycle,581.14,271.77,618.02,271.77,544.27,239.03,618.02,304.52,73.75,65.49,0.6545,2.0,0.8
25064,2805,835.467,truck,17.22,189.37,34.3,189.37,0.13,154.86,34.3,223.88,34.17,69.02,0.6153,8.0,2.5
25065,2738,835.5,car,545.36,213.37,619.24,213.37,471.48,183.18,619.24,243.57,147.77,60.39,0.8693,4.5,1.8
25069,2594,835.633,car,145.6,291.09,290.82,291.09,0.38,226.14,290.82,356.04,290.45,129.9,0.8931,4.5,1.8
25069,2797,835.633,motorcycle,581.01,271.86,617.65,271.86,544.37,239.21,617.65,304.51,73.28,65.29,0.6713,2.0,0.8
25070,2805,835.667,truck,12.87,189.01,25.62,189.01,0.12,154.44,25.62,223.58,25.5,69.13,0.6385,8.0,2.5
25071,2738,835.7,car,544.86,213.6,618.44,213.6,471.29,182.99,618.44,244.2,147.15,61.2,0.877,4.5,1.8
25075,2594,835.833,car,145.63,289.1,290.87,289.1,0.38,222.34,290.87,355.87,290.49,133.53,0.8876,4.5,1.8
25075,2797,835.833,motorcycle,581.02,272.27,616.93,272.27,545.1,239.81,616.93,304.73,71.83,64.92,0.6864,2.0,0.8
25076,2805,835.867,truck,11.55,187.48,22.98,187.48,0.12,154.49,22.98,220.47,22.87,65.98,0.4038,8.0,2.5
25077,2738,835.9,car,543.98,213.57,618.44,213.57,469.51,182.61,618.44,244.53,148.93,61.92,0.8666,4.5,1.8
25081,2594,836.033,car,145.7,285.6,290.87,285.6,0.53,215.35,290.87,355.85,290.34,140.51,0.895,4.5,1.8
25081,2797,836.033,motorcycle,580.59,271.78,616.85,271.78,544.32,238.82,616.85,304.74,72.53,65.92,0.6269,2.0,0.8
25083,2738,836.1,car,544.65,213.72,618.26,213.72,471.04,183.43,618.26,244.01,147.22,60.58,0.8616,4.5,1.8
25087,2594,836.233,car,145.77,284.3,291.08,284.3,0.45,212.86,291.08,355.74,290.63,142.89,0.9083,4.5,1.8
25087,2797,836.233,motorcycle,581.99,272.27,618.09,272.27,545.89,239.43,618.09,305.12,72.2,65.69,0.6213,2.0,0.8
25089,2738,836.3,car,543.94,213.68,618.96,213.68,468.91,183.26,618.96,244.1,150.05,60.84,0.857,4.5,1.8
25093,2594,836.433,car,145.66,285.89,290.99,285.89,0.33,215.83,290.99,355.94,290.66,140.12,0.9088,4.5,1.8
25093,2797,836.433,motorcycle,581.23,271.34,618.34,271.34,544.12,237.77,618.34,304.9,74.21,67.13,0.6486,2.0,0.8
25095,2738,836.5,car,545.03,213.39,619.55,213.39,470.51,183.0,619.55,243.78,149.04,60.79,0.8694,4.5,1.8
25095,2806,836.5,car,397.71,185.9,414.75,185.9,380.67,169.65,414.75,202.16,34.08,32.51,0.6676,4.5,1.8
25099,2594,836.633,car,146.04,289.77,291.75,289.77,0.32,223.54,291.75,356.0,291.43,132.46,0.8998,4.5,1.8
25099,2797,836.633,motorcycle,581.01,270.88,618.8,270.88,543.23,236.94,618.8,304.82,75.58,67.88,0.6231,2.0,0.8
25101,2738,836.7,car,544.66,212.83,620.49,212.83,468.84,182.75,620.49,242.92,151.65,60.17,0.8514,4.5,1.8
25105,2594,836.833,car,145.88,289.63,291.37,289.63,0.39,223.43,291.37,355.82,290.98,132.39,0.8928,4.5,1.8
25105,2797,836.833,motorcycle,581.99,271.22,618.7,271.22,545.27,237.93,618.7,304.51,73.43,66.58,0.6413,2.0,0.8
25107,2738,836.9,car,547.84,212.94,620.4,212.94,475.28,183.1,620.4,242.77,145.12,59.67,0.8683,4.5,1.8
25111,2594,837.033,car,145.91,290.45,291.44,290.45,0.37,224.89,291.44,356.01,291.07,131.12,0.894,4.5,1.8
25111,2797,837.033,motorcycle,580.1,270.65,619.14,270.65,541.06,236.68,619.14,304.62,78.08,67.94,0.5848,2.0,0.8
25113,2738,837.1,car,549.03,212.67,619.78,212.67,478.29,182.63,619.78,242.7,141.49,60.07,0.8396,4.5,1.8
25117,2594,837.233,car,145.76,289.46,291.34,289.46,0.19,222.65,291.34,356.26,291.16,133.61,0.9076,4.5,1.8
25117,2797,837.233,motorcycle,581.55,271.21,618.55,271.21,544.56,238.2,618.55,304.22,73.99,66.03,0.6225,2.0,0.8
25119,2738,837.3,car,547.91,212.69,619.57,212.69,476.25,182.36,619.57,243.02,143.32,60.67,0.7334,4.5,1.8
25120,2807,837.333,car,336.76,195.78,379.79,195.78,293.72,166.58,379.79,224.98,86.08,58.4,0.738,4.5,1.8
25123,2594,837.433,car,145.47,292.05,290.6,292.05,0.35,227.93,290.6,356.16,290.25,128.23,0.9201,4.5,1.8
25123,2797,837.433,motorcycle,582.68,271.17,618.29,271.17,547.07,238.28,618.29,304.05,71.22,65.77,0.6211,2.0,0.8
25125,2738,837.5,car,550.51,213.24,618.64,213.24,482.37,182.5,618.64,243.99,136.28,61.49,0.8016,4.5,1.8
25126,2807,837.533,car,332.4,197.04,380.3,197.04,284.5,165.97,380.3,228.11,95.8,62.13,0.7524,4.5,1.8
25129,2594,837.633,car,145.37,289.66,290.57,289.66,0.17,222.83,290.57,356.49,290.4,133.66,0.9089,4.5,1.8
25129,2797,837.633,motorcycle,581.94,271.58,617.23,271.58,546.65,238.99,617.23,304.17,70.58,65.18,0.5596,2.0,0.8
25131,2738,837.7,car,550.3,213.33,617.78,213.33,482.82,182.91,617.78,243.75,134.97,60.84,0.8022,4.5,1.8
25132,2807,837.733,car,329.06,197.0,373.27,197.0,284.85,165.79,373.27,228.2,88.42,62.41,0.6183,4.5,1.8
25135,2594,837.833,car,145.34,288.62,290.43,288.62,0.26,221.17,290.43,356.07,290.16,134.89,0.9051,4.5,1.8
25135,2797,837.833,motorcycle,581.57,271.55,616.99,271.55,546.16,238.92,616.99,304.17,70.83,65.25,0.5268,2.0,0.8
25137,2738,837.9,car,550.17,213.34,617.37,213.34,482.97,182.94,617.37,243.75,134.4,60.82,0.806,4.5,1.8
25138,2807,837.933,car,326.44,199.24,367.71,199.24,285.17,170.16,367.71,228.32,82.54,58.16,0.7352,4.5,1.8
25141,2594,838.033,car,144.52,287.95,288.5,287.95,0.54,220.14,288.5,355.75,287.96,135.6,0.8989,4.5,1.8
25141,2797,838.033,motorcycle,580.61,271.45,616.76,271.45,544.47,238.89,616.76,304.02,72.29,65.13,0.521,2.0,0.8
25143,2738,838.1,car,558.96,214.05,616.59,214.05,501.32,183.98,616.59,244.12,115.26,60.15,0.7266,4.5,1.8
25144,2807,838.133,car,316.24,198.51,349.56,198.51,282.93,167.71,349.56,229.3,66.63,61.58,0.4866,4.5,1.8
25147,2594,838.233,car,144.81,288.96,289.33,288.96,0.29,221.61,289.33,356.32,289.05,134.71,0.8854,4.5,1.8
25147,2797,838.233,motorcycle,577.89,270.65,616.77,270.65,539.0,236.91,616.77,304.4,77.78,67.49,0.5981,2.0,0.8
25149,2738,838.3,car,559.66,214.58,616.47,214.58,502.85,184.51,616.47,244.65,113.62,60.14,0.7509,4.5,1.8
25150,2807,838.333,car,306.11,197.19,330.04,197.19,282.18,167.79,330.04,226.58,47.86,58.79,0.5479,4.5,1.8
25153,2594,838.433,car,144.17,289.16,288.0,289.16,0.35,222.41,288.0,355.91,287.65,133.5,0.8696,4.5,1.8
25153,2797,838.433,motorcycle,575.46,269.71,616.42,269.71,534.5,234.86,616.42,304.57,81.91,69.71,0.6073,2.0,0.8
25155,2738,838.5,car,560.53,215.92,616.47,215.92,504.58,185.04,616.47,246.81,111.89,61.77,0.7838,4.5,1.8
25159,2594,838.633,car,143.87,288.62,286.96,288.62,0.78,221.29,286.96,355.96,286.17,134.67,0.8397,4.5,1.8
25159,2797,838.633,motorcycle,574.72,269.75,615.82,269.75,533.61,233.82,615.82,305.68,82.2,71.86,0.6483,2.0,0.8
25161,2738,838.7,car,557.61,216.68,615.22,216.68,500.01,185.48,615.22,247.88,115.21,62.4,0.7548,4.5,1.8
25165,2594,838.833,car,143.25,288.42,286.5,288.42,0.0,220.04,286.5,356.79,286.5,136.74,0.7723,4.5,1.8
25165,2797,838.833,motorcycle,574.77,271.37,613.29,271.37,536.25,235.87,613.29,306.87,77.04,71.0,0.544,2.0,0.8
25167,2738,838.9,car,553.66,216.93,614.3,216.93,493.02,186.39,614.3,247.47,121.28,61.08,0.765,4.5,1.8
25168,2808,838.933,car,179.41,209.28,291.11,209.28,67.71,164.22,291.11,254.35,223.4,90.13,0.5848,4.5,1.8
25171,2594,839.033,car,142.89,288.75,285.78,288.75,0.0,220.69,285.78,356.81,285.78,136.11,0.8324,4.5,1.8
25171,2797,839.033,motorcycle,578.62,276.38,612.16,276.38,545.09,245.33,612.16,307.42,67.07,62.09,0.5527,2.0,0.8
25173,2738,839.1,car,550.37,217.17,614.37,217.17,486.38,187.02,614.37,247.32,128.0,60.31,0.7343,4.5,1.8
25174,2808,839.133,car,157.72,215.59,285.71,215.59,29.73,164.75,285.71,266.44,255.99,101.69,0.6023,4.5,1.8
25177,2594,839.233,car,142.27,288.57,284.54,288.57,0.0,219.81,284.54,357.33,284.54,137.52,0.6126,4.5,1.8
25177,2797,839.233,motorcycle,579.55,277.87,612.35,277.87,546.74,248.48,612.35,307.25,65.61,58.77,0.4461,2.0,0.8
25179,2738,839.3,car,555.07,217.17,613.4,217.17,496.73,187.13,613.4,247.21,116.66,60.08,0.7237,4.5,1.8
25180,2808,839.333,car,143.31,216.41,286.62,216.41,0.0,164.96,286.62,267.87,286.62,102.92,0.5308,4.5,1.8
25183,2594,839.433,car,142.66,288.37,285.25,288.37,0.07,219.2,285.25,357.55,285.18,138.34,0.6153,4.5,1.8
25185,2738,839.5,car,546.14,216.78,613.82,216.78,478.46,186.26,613.82,247.3,135.37,61.04,0.8669,4.5,1.8
25186,2808,839.533,car,89.11,202.23,177.98,202.23,0.24,166.23,177.98,238.24,177.75,72.01,0.6352,4.5,1.8
25189,2594,839.633,car,142.79,291.76,285.27,291.76,0.31,226.19,285.27,357.33,284.96,131.14,0.8814,4.5,1.8
25191,2738,839.7,car,544.8,216.12,613.68,216.12,475.92,185.67,613.68,246.57,137.76,60.9,0.8818,4.5,1.8
25192,2808,839.733,car,78.04,201.71,155.99,201.71,0.09,165.99,155.99,237.43,155.9,71.44,0.868,4.5,1.8
25195,2594,839.833,car,142.91,291.56,285.63,291.56,0.18,226.21,285.63,356.91,285.45,130.7,0.8894,4.5,1.8
25197,2738,839.9,car,543.06,215.5,613.44,215.5,472.68,184.48,613.44,246.52,140.76,62.03,0.8516,4.5,1.8
25198,2808,839.933,car,56.54,198.25,112.81,198.25,0.27,163.97,112.81,232.52,112.53,68.55,0.8166,4.5,1.8
25201,2594,840.033,car,143.52,290.85,286.86,290.85,0.17,224.76,286.86,356.95,286.7,132.19,0.8845,4.5,1.8
25203,2738,840.1,car,542.41,214.39,613.28,214.39,471.54,184.26,613.28,244.51,141.74,60.25,0.8312,4.5,1.8
25204,2808,840.133,car,33.44,196.92,66.76,196.92,0.13,163.5,66.76,230.33,66.63,66.82,0.8181,4.5,1.8
25207,2594,840.233,car,143.52,289.57,286.79,289.57,0.24,222.81,286.79,356.33,286.55,133.51,0.9035,4.5,1.8
