frame_number,vehicle_id,timestamp_s,vehicle_type,x_center_px,y_center_px,x_front_px,y_front_px,x_min,y_min,x_max,y_max,width_px,height_px,confidence,vehicle_length_m,vehicle_width_m
1516,229,50.533,car,176.34,94.38,194.17,94.38,158.51,78.59,194.17,110.17,35.66,31.58,0.6456,4.5,1.8
1516,231,50.533,truck,146.64,44.05,160.29,44.05,132.98,31.02,160.29,57.08,27.31,26.06,0.5202,8.0,2.5
1517,221,50.567,car,262.7,276.85,306.64,276.85,218.76,220.13,306.64,333.57,87.88,113.44,0.8621,4.5,1.8
1518,246,50.6,car,50.62,151.28,85.7,151.28,15.53,128.59,85.7,173.97,70.17,45.38,0.8596,4.5,1.8
1518,234,50.6,car,132.3,128.85,161.53,128.85,103.06,107.41,161.53,150.29,58.47,42.88,0.8542,4.5,1.8
1518,243,50.6,truck,39.51,87.84,77.27,87.84,1.75,55.35,77.27,120.33,75.52,64.98,0.7241,8.0,2.5
1518,210,50.6,truck,469.16,57.92,485.05,57.92,453.27,44.52,485.05,71.32,31.78,26.8,0.4316,8.0,2.5
1519,247,50.633,car,22.88,234.08,45.65,234.08,0.11,208.79,45.65,259.37,45.54,50.58,0.7737,4.5,1.8
1519,228,50.633,car,377.79,104.22,396.4,104.22,359.18,84.57,396.4,123.86,37.22,39.29,0.7696,4.5,1.8
1519,239,50.633,car,393.42,69.91,407.23,69.91,379.61,57.65,407.23,82.17,27.62,24.51,0.74,4.5,1.8
1519,248,50.633,truck,407.58,49.85,418.4,49.85,396.76,33.55,418.4,66.15,21.64,32.6,0.6486,8.0,2.5
1519,245,50.633,motorcycle,492.48,125.59,502.24,125.59,482.72,115.06,502.24,136.12,19.52,21.06,0.5952,2.0,0.8
1521,233,50.7,car,297.53,134.84,319.1,134.84,275.96,110.58,319.1,159.11,43.14,48.53,0.8442,4.5,1.8
1521,238,50.7,truck,142.01,74.6,154.93,74.6,129.09,60.0,154.93,89.2,25.84,29.21,0.6119,8.0,2.5
1522,240,50.733,car,103.79,168.87,136.64,168.87,70.95,142.3,136.64,195.44,65.69,53.14,0.8831,4.5,1.8
1522,219,50.733,car,376.24,261.13,413.22,261.13,339.27,203.07,413.22,319.18,73.95,116.11,0.8786,4.5,1.8
1522,7,50.733,car,531.32,75.65,550.66,75.65,511.97,61.97,550.66,89.33,38.7,27.36,0.8084,4.5,1.8
1522,229,50.733,car,180.93,90.32,198.32,90.32,163.54,75.39,198.32,105.24,34.78,29.85,0.5797,4.5,1.8
1522,231,50.733,truck,150.1,42.33,164.4,42.33,135.8,29.52,164.4,55.15,28.6,25.63,0.5529,8.0,2.5
1523,221,50.767,car,252.64,301.1,302.81,301.1,202.47,244.12,302.81,358.08,100.34,113.96,0.8955,4.5,1.8
1524,234,50.8,car,137.82,122.38,165.69,122.38,109.96,101.81,165.69,142.94,55.72,41.13,0.8707,4.5,1.8
1524,246,50.8,car,66.0,138.94,98.44,138.94,33.57,118.02,98.44,159.86,64.87,41.84,0.8227,4.5,1.8
1524,243,50.8,truck,50.72,81.54,87.2,81.54,14.24,50.5,87.2,112.58,72.96,62.07,0.7745,8.0,2.5
1524,242,50.8,car,5.7,151.78,11.4,151.78,0.0,136.96,11.4,166.61,11.4,29.66,0.5397,4.5,1.8
1524,210,50.8,truck,468.99,57.02,485.22,57.02,452.75,43.02,485.22,71.02,32.47,28.0,0.4265,8.0,2.5
1525,239,50.833,car,393.63,72.22,407.27,72.22,379.99,59.31,407.27,85.12,27.28,25.81,0.7866,4.5,1.8
1525,247,50.833,car,29.7,226.04,59.22,226.04,0.17,193.96,59.22,258.11,59.05,64.15,0.7842,4.5,1.8
1525,228,50.833,car,380.75,109.89,399.92,109.89,361.58,89.09,399.92,130.69,38.34,41.6,0.7562,4.5,1.8
1525,245,50.833,motorcycle,498.83,132.98,509.01,132.98,488.66,122.66,509.01,143.3,20.35,20.64,0.6437,2.0,0.8
1525,248,50.833,truck,409.24,50.59,420.24,50.59,398.23,34.53,420.24,66.65,22.01,32.12,0.5348,8.0,2.5
1527,233,50.9,car,295.94,142.66,318.67,142.66,273.21,117.17,318.67,168.16,45.46,50.98,0.8374,4.5,1.8
1528,240,50.933,car,113.31,157.35,144.27,157.35,82.36,133.16,144.27,181.55,61.91,48.39,0.8896,4.5,1.8
1528,219,50.933,car,383.24,295.48,425.43,295.48,341.04,232.15,425.43,358.8,84.39,126.66,0.8597,4.5,1.8
1528,7,50.933,car,531.97,75.43,552.2,75.43,511.73,61.73,552.2,89.13,40.47,27.4,0.8314,4.5,1.8
1528,229,50.933,car,183.32,85.17,197.72,85.17,168.92,71.03,197.72,99.31,28.8,28.28,0.6918,4.5,1.8
1529,221,50.967,car,244.62,318.28,296.9,318.28,192.34,277.69,296.9,358.88,104.56,81.19,0.8671,4.5,1.8
1530,234,51.0,car,145.92,114.35,172.05,114.35,119.78,94.88,172.05,133.81,52.26,38.92,0.8528,4.5,1.8
1530,246,51.0,car,85.45,124.85,114.74,124.85,56.16,105.8,114.74,143.89,58.59,38.09,0.8394,4.5,1.8
1530,243,51.0,bus,63.16,75.27,96.82,75.27,29.5,47.06,96.82,103.48,67.32,56.42,0.6298,12.0,2.5
1530,249,51.0,truck,332.26,94.83,345.85,94.83,318.68,74.91,345.85,114.74,27.17,39.83,0.6292,8.0,2.5
1531,247,51.033,car,37.22,206.94,74.36,206.94,0.08,176.18,74.36,237.7,74.29,61.52,0.9071,4.5,1.8
1531,228,51.033,car,384.79,118.84,405.49,118.84,364.09,96.93,405.49,140.76,41.39,43.83,0.8252,4.5,1.8
1531,239,51.033,car,394.49,74.94,408.48,74.94,380.5,61.59,408.48,88.29,27.98,26.7,0.716,4.5,1.8
1531,220,51.033,bus,28.51,56.92,56.78,56.92,0.25,37.22,56.78,76.63,56.53,39.41,0.6985,12.0,2.5
1531,245,51.033,motorcycle,510.18,141.22,520.95,141.22,499.41,127.16,520.95,155.28,21.54,28.12,0.576,2.0,0.8
1531,248,51.033,truck,410.87,51.21,421.79,51.21,399.95,35.25,421.79,67.17,21.84,31.92,0.446,8.0,2.5
1533,233,51.1,car,294.58,156.28,319.85,156.28,269.3,128.73,319.85,183.82,50.54,55.09,0.8741,4.5,1.8
1533,250,51.1,motorcycle,34.9,129.55,46.27,129.55,23.53,114.98,46.27,144.11,22.74,29.14,0.536,2.0,0.8
1533,251,51.1,car,569.1,89.75,589.63,89.75,548.57,73.24,589.63,106.26,41.06,33.02,0.5235,4.5,1.8
1534,240,51.133,car,122.38,147.61,151.17,147.61,93.59,123.86,151.17,171.36,57.58,47.5,0.9042,4.5,1.8
1534,7,51.133,car,531.96,75.0,552.11,75.0,511.81,61.27,552.11,88.74,40.3,27.47,0.7906,4.5,1.8
1534,219,51.133,car,393.58,317.03,443.84,317.03,343.32,275.74,443.84,358.32,100.52,82.58,0.6808,4.5,1.8
1536,246,51.2,car,99.52,113.77,125.93,113.77,73.12,96.14,125.93,131.4,52.81,35.26,0.8351,4.5,1.8
1536,234,51.2,car,151.26,108.24,176.43,108.24,126.09,89.53,176.43,126.96,50.35,37.43,0.8237,4.5,1.8
1536,243,51.2,bus,74.07,70.22,105.54,70.22,42.61,43.28,105.54,97.16,62.93,53.89,0.6312,12.0,2.5
1536,249,51.2,truck,333.27,100.32,346.41,100.32,320.13,81.05,346.41,119.58,26.27,38.53,0.5322,8.0,2.5
1537,247,51.233,car,44.92,191.62,85.88,191.62,3.97,162.28,85.88,220.95,81.91,58.67,0.8874,4.5,1.8
1537,228,51.233,car,388.23,126.63,410.26,126.63,366.2,103.2,410.26,150.07,44.05,46.87,0.7607,4.5,1.8
1537,220,51.233,bus,28.06,56.79,55.99,56.79,0.13,36.24,55.99,77.34,55.85,41.1,0.664,12.0,2.5
1537,239,51.233,car,394.89,77.3,409.44,77.3,380.35,62.97,409.44,91.63,29.09,28.66,0.6564,4.5,1.8
1537,245,51.233,motorcycle,519.66,150.81,531.47,150.81,507.86,135.4,531.47,166.22,23.62,30.81,0.5968,2.0,0.8
1537,248,51.233,truck,411.63,52.04,422.5,52.04,400.76,35.74,422.5,68.34,21.74,32.6,0.5528,8.0,2.5
1539,233,51.3,car,292.35,171.16,320.41,171.16,264.29,139.6,320.41,202.73,56.12,63.13,0.8845,4.5,1.8
1539,251,51.3,car,569.7,89.1,590.49,89.1,548.91,72.26,590.49,105.94,41.58,33.69,0.594,4.5,1.8
1540,240,51.333,car,129.42,139.01,156.05,139.01,102.79,116.71,156.05,161.31,53.26,44.61,0.8646,4.5,1.8
1540,7,51.333,car,531.31,74.27,551.49,74.27,511.14,60.33,551.49,88.21,40.35,27.88,0.8225,4.5,1.8
1542,234,51.4,car,155.87,103.02,180.24,103.02,131.49,85.44,180.24,120.6,48.75,35.16,0.8561,4.5,1.8
1542,246,51.4,car,110.06,105.86,134.74,105.86,85.38,89.54,134.74,122.18,49.36,32.64,0.8306,4.5,1.8
1542,243,51.4,bus,81.82,63.72,113.24,63.72,50.4,36.12,113.24,91.31,62.83,55.19,0.7474,12.0,2.5
1542,249,51.4,truck,332.66,106.07,347.35,106.07,317.96,85.87,347.35,126.26,29.39,40.39,0.5539,8.0,2.5
1542,238,51.4,car,163.51,60.68,173.96,60.68,153.07,49.03,173.96,72.32,20.89,23.28,0.5325,4.5,1.8
1543,247,51.433,car,55.45,181.44,95.02,181.44,15.88,152.16,95.02,210.71,79.14,58.54,0.8898,4.5,1.8
1543,228,51.433,car,391.05,135.63,414.76,135.63,367.35,110.11,414.76,161.15,47.4,51.04,0.8476,4.5,1.8
1543,239,51.433,car,395.46,80.85,410.6,80.85,380.32,66.12,410.6,95.58,30.28,29.46,0.812,4.5,1.8
1543,220,51.433,bus,27.7,56.53,55.28,56.53,0.13,35.95,55.28,77.12,55.15,41.17,0.7879,12.0,2.5
1543,218,51.433,car,216.24,51.53,227.17,51.53,205.31,41.98,227.17,61.09,21.85,19.11,0.5862,4.5,1.8
1543,248,51.433,truck,412.78,53.04,423.7,53.04,401.86,35.73,423.7,70.35,21.84,34.62,0.5194,8.0,2.5
1543,245,51.433,motorcycle,529.98,161.01,540.84,161.01,519.11,145.22,540.84,176.8,21.73,31.59,0.4529,2.0,0.8
1544,210,51.467,truck,468.46,55.9,484.21,55.9,452.7,42.69,484.21,69.12,31.51,26.43,0.5108,8.0,2.5
1545,233,51.5,car,290.14,186.06,320.05,186.06,260.23,152.03,320.05,220.09,59.82,68.06,0.8685,4.5,1.8
1545,251,51.5,car,569.98,89.01,590.72,89.01,549.23,71.91,590.72,106.11,41.49,34.2,0.4458,4.5,1.8
1546,240,51.533,car,135.0,132.17,160.94,132.17,109.06,111.51,160.94,152.82,51.88,41.3,0.8653,4.5,1.8
1546,7,51.533,car,530.98,74.03,551.18,74.03,510.78,59.98,551.18,88.08,40.4,28.09,0.8212,4.5,1.8
1548,246,51.6,car,120.45,98.0,142.65,98.0,98.25,82.56,142.65,113.44,44.4,30.88,0.8398,4.5,1.8
1548,234,51.6,car,160.36,97.98,184.59,97.98,136.13,80.28,184.59,115.67,48.46,35.39,0.8312,4.5,1.8
1548,243,51.6,bus,88.96,60.44,119.3,60.44,58.63,33.78,119.3,87.09,60.68,53.31,0.5521,12.0,2.5
1549,247,51.633,car,68.42,167.35,104.25,167.35,32.58,140.39,104.25,194.32,71.67,53.93,0.888,4.5,1.8
1549,239,51.633,car,396.83,84.77,412.27,84.77,381.39,69.39,412.27,100.14,30.88,30.75,0.788,4.5,1.8
1549,228,51.633,car,396.63,150.52,422.11,150.52,371.15,122.12,422.11,178.92,50.96,56.8,0.7344,4.5,1.8
1549,220,51.633,bus,28.73,56.24,57.19,56.24,0.27,35.76,57.19,76.72,56.92,40.96,0.733,12.0,2.5
1549,248,51.633,truck,414.1,56.07,425.82,56.07,402.38,39.82,425.82,72.32,23.44,32.5,0.5248,8.0,2.5
1549,249,51.633,truck,333.24,114.66,348.92,114.66,317.56,92.44,348.92,136.88,31.35,44.44,0.5203,8.0,2.5
1549,218,51.633,car,217.99,49.84,228.05,49.84,207.93,40.64,228.05,59.05,20.12,18.41,0.4869,4.5,1.8
1549,245,51.633,motorcycle,543.99,175.21,558.09,175.21,529.89,157.18,558.09,193.23,28.2,36.05,0.4822,2.0,0.8
1550,253,51.667,truck,458.06,116.94,476.26,116.94,439.85,94.65,476.26,139.23,36.41,44.58,0.5866,8.0,2.5
1550,210,51.667,truck,468.45,55.72,483.95,55.72,452.96,42.84,483.95,68.61,30.99,25.77,0.5402,8.0,2.5
1551,233,51.7,car,286.62,211.22,320.4,211.22,252.83,169.97,320.4,252.48,67.58,82.52,0.8782,4.5,1.8
1551,251,51.7,car,570.45,89.19,591.35,89.19,549.54,72.2,591.35,106.18,41.81,33.98,0.5699,4.5,1.8
1551,254,51.7,car,7.88,207.12,15.76,207.12,0.01,192.13,15.76,222.1,15.74,29.98,0.553,4.5,1.8
1552,240,51.733,car,142.31,124.42,166.18,124.42,118.45,104.2,166.18,144.64,47.72,40.44,0.8994,4.5,1.8
1552,7,51.733,car,530.92,73.63,551.5,73.63,510.33,59.77,551.5,87.48,41.17,27.71,0.8419,4.5,1.8
1552,256,51.733,car,299.22,57.93,308.81,57.93,289.63,47.24,308.81,68.62,19.18,21.38,0.6949,4.5,1.8
1554,234,51.8,car,166.09,92.7,189.41,92.7,142.77,75.65,189.41,109.76,46.64,34.11,0.8299,4.5,1.8
1554,246,51.8,car,131.45,89.7,150.66,89.7,112.24,75.76,150.66,103.63,38.42,27.88,0.7972,4.5,1.8
1554,243,51.8,bus,97.54,57.38,127.28,57.38,67.8,33.63,127.28,81.13,59.48,47.5,0.785,12.0,2.5
1555,247,51.833,car,79.78,155.84,112.41,155.84,47.15,131.32,112.41,180.35,65.26,49.02,0.8813,4.5,1.8
1555,239,51.833,car,398.23,89.26,414.25,89.26,382.2,73.03,414.25,105.48,32.05,32.46,0.7737,4.5,1.8
1555,220,51.833,bus,28.96,54.73,57.19,54.73,0.74,35.44,57.19,74.01,56.46,38.57,0.7603,12.0,2.5
1555,228,51.833,car,402.22,164.61,430.5,164.61,373.95,133.73,430.5,195.49,56.55,61.76,0.7272,4.5,1.8
1555,248,51.833,truck,412.63,57.14,425.27,57.14,399.98,40.05,425.27,74.23,25.28,34.18,0.6071,8.0,2.5
1555,249,51.833,truck,334.85,121.54,351.02,121.54,318.68,98.09,351.02,145.0,32.34,46.91,0.4948,8.0,2.5
1555,245,51.833,motorcycle,558.5,189.71,573.28,189.71,543.73,169.55,573.28,209.86,29.55,40.31,0.4184,2.0,0.8
1556,210,51.867,truck,468.42,55.42,483.78,55.42,453.05,42.49,483.78,68.36,30.73,25.87,0.5276,8.0,2.5
1556,253,51.867,car,465.66,122.53,484.12,122.53,447.2,99.88,484.12,145.17,36.92,45.29,0.5225,4.5,1.8
1557,233,51.9,car,283.18,238.48,320.21,238.48,246.14,192.19,320.21,284.77,74.07,92.58,0.8835,4.5,1.8
1557,254,51.9,car,16.8,199.65,33.36,199.65,0.25,176.4,33.36,222.91,33.11,46.5,0.7863,4.5,1.8
1557,257,51.9,car,6.44,156.02,12.86,156.02,0.02,144.01,12.86,168.03,12.84,24.02,0.5631,4.5,1.8
1557,251,51.9,car,570.93,88.89,591.36,88.89,550.51,71.76,591.36,106.02,40.86,34.26,0.5405,4.5,1.8
1558,240,51.933,car,147.93,118.15,171.08,118.15,124.78,99.19,171.08,137.11,46.3,37.93,0.8913,4.5,1.8
1558,7,51.933,car,531.18,72.94,551.41,72.94,510.94,58.89,551.41,87.0,40.47,28.11,0.8449,4.5,1.8
1558,256,51.933,car,298.16,59.87,308.36,59.87,287.96,49.19,308.36,70.55,20.4,21.37,0.7254,4.5,1.8
1558,258,51.933,truck,210.39,80.57,227.99,80.57,192.79,59.3,227.99,101.84,35.2,42.54,0.6474,8.0,2.5
1558,250,51.933,motorcycle,96.62,89.88,104.72,89.88,88.52,78.13,104.72,101.63,16.2,23.5,0.5027,2.0,0.8
1560,246,52.0,car,139.11,84.27,157.61,84.27,120.6,70.56,157.61,97.98,37.01,27.41,0.8395,4.5,1.8
1560,234,52.0,car,170.98,89.41,193.34,89.41,148.62,73.74,193.34,105.09,44.72,31.35,0.8234,4.5,1.8
1560,243,52.0,truck,105.78,54.93,132.76,54.93,78.81,32.57,132.76,77.29,53.95,44.72,0.5823,8.0,2.5
1561,247,52.033,car,87.23,147.75,118.16,147.75,56.31,124.68,118.16,170.82,61.85,46.15,0.8817,4.5,1.8
1561,239,52.033,car,400.03,93.03,416.48,93.03,383.58,75.49,416.48,110.57,32.9,35.08,0.7966,4.5,1.8
1561,248,52.033,truck,411.58,58.43,425.45,58.43,397.71,40.51,425.45,76.35,27.74,35.84,0.7385,8.0,2.5
1561,220,52.033,bus,29.23,54.75,57.71,54.75,0.75,35.13,57.71,74.38,56.95,39.25,0.6992,12.0,2.5
1561,228,52.033,car,407.8,178.82,438.71,178.82,376.9,144.75,438.71,212.89,61.82,68.13,0.5564,4.5,1.8
1561,245,52.033,motorcycle,572.32,205.45,588.27,205.45,556.37,185.33,588.27,225.56,31.9,40.23,0.5391,2.0,0.8
1562,259,52.067,car,619.75,113.84,639.79,113.84,599.7,92.01,639.79,135.66,40.09,43.65,0.575,4.5,1.8
1562,210,52.067,truck,468.19,55.06,483.67,55.06,452.71,42.26,483.67,67.86,30.96,25.6,0.5141,8.0,2.5
1562,253,52.067,car,470.21,127.75,489.24,127.75,451.18,103.69,489.24,151.8,38.06,48.12,0.4253,4.5,1.8
1563,233,52.1,car,278.52,265.37,319.22,265.37,237.82,212.35,319.22,318.4,81.39,106.05,0.8916,4.5,1.8
1563,257,52.1,car,15.43,144.03,30.7,144.03,0.17,125.21,30.7,162.85,30.53,37.64,0.8381,4.5,1.8
1563,254,52.1,car,21.93,192.89,43.77,192.89,0.1,162.89,43.77,222.89,43.68,60.0,0.6195,4.5,1.8
1563,251,52.1,car,571.45,88.93,591.67,88.93,551.22,72.1,591.67,105.77,40.46,33.67,0.5616,4.5,1.8
1564,7,52.133,car,531.29,72.31,551.27,72.31,511.31,58.28,551.27,86.35,39.96,28.07,0.849,4.5,1.8
1564,240,52.133,car,152.87,112.65,175.44,112.65,130.3,93.69,175.44,131.6,45.14,37.91,0.8221,4.5,1.8
1564,256,52.133,car,298.11,61.31,308.42,61.31,287.79,50.24,308.42,72.39,20.63,22.15,0.709,4.5,1.8
1564,258,52.133,truck,209.64,77.72,227.24,77.72,192.03,55.41,227.24,100.02,35.2,44.62,0.5343,8.0,2.5
1566,234,52.2,car,175.55,85.24,195.95,85.24,155.15,70.04,195.95,100.43,40.8,30.39,0.6944,4.5,1.8
1566,243,52.2,truck,113.23,51.65,138.4,51.65,88.06,29.18,138.4,74.12,50.34,44.94,0.6389,8.0,2.5
1566,246,52.2,car,147.25,79.43,164.73,79.43,129.77,67.32,164.73,91.53,34.96,24.22,0.5805,4.5,1.8
1567,247,52.233,car,95.79,139.02,125.54,139.02,66.05,116.81,125.54,161.23,59.48,44.42,0.8716,4.5,1.8
1567,239,52.233,car,400.84,98.44,419.19,98.44,382.48,80.26,419.19,116.62,36.71,36.36,0.7636,4.5,1.8
1567,248,52.233,truck,412.41,60.01,426.33,60.01,398.49,40.75,426.33,79.27,27.85,38.52,0.7625,8.0,2.5
1567,228,52.233,car,416.0,198.01,450.18,198.01,381.82,160.85,450.18,235.18,68.36,74.33,0.7381,4.5,1.8
1567,220,52.233,bus,29.22,55.57,58.37,55.57,0.07,34.96,58.37,76.18,58.3,41.21,0.5792,12.0,2.5
1567,249,52.233,truck,337.79,139.45,355.62,139.45,319.96,112.4,355.62,166.5,35.67,54.1,0.5274,8.0,2.5
1568,259,52.267,car,619.96,112.82,639.63,112.82,600.29,91.03,639.63,134.6,39.34,43.57,0.6014,4.5,1.8
1568,260,52.267,truck,116.59,50.32,141.87,50.32,91.3,29.67,141.87,70.97,50.57,41.3,0.5897,8.0,2.5
1568,210,52.267,truck,468.38,53.39,484.68,53.39,452.08,40.01,484.68,66.76,32.6,26.74,0.488,8.0,2.5
1568,253,52.267,car,475.79,134.28,498.9,134.28,452.67,110.68,498.9,157.87,46.23,47.19,0.4168,4.5,1.8
1569,233,52.3,car,273.29,303.62,321.97,303.62,224.62,248.17,321.97,359.08,97.34,110.91,0.8978,4.5,1.8
1569,257,52.3,car,25.9,131.61,51.7,131.61,0.1,112.06,51.7,151.17,51.6,39.12,0.8528,4.5,1.8
1569,254,52.3,car,29.56,177.53,59.03,177.53,0.09,149.82,59.03,205.25,58.94,55.43,0.8419,4.5,1.8
1569,262,52.3,motorcycle,394.97,128.07,404.49,128.07,385.45,110.63,404.49,145.51,19.05,34.88,0.6,2.0,0.8
1569,261,52.3,motorcycle,473.52,171.49,487.64,171.49,459.4,146.16,487.64,196.81,28.24,50.65,0.5951,2.0,0.8
1570,240,52.333,car,159.16,106.17,179.79,106.17,138.53,88.3,179.79,124.03,41.25,35.73,0.8155,4.5,1.8
1570,7,52.333,car,531.45,71.86,551.76,71.86,511.15,57.75,551.76,85.97,40.61,28.22,0.8057,4.5,1.8
1570,256,52.333,car,297.37,63.9,308.26,63.9,286.47,52.25,308.26,75.56,21.79,23.31,0.7414,4.5,1.8
1570,258,52.333,truck,211.72,75.49,228.07,75.49,195.37,50.95,228.07,100.03,32.7,49.08,0.6095,8.0,2.5
1571,263,52.367,motorcycle,282.87,105.13,290.29,105.13,275.45,91.43,290.29,118.84,14.83,27.41,0.5666,2.0,0.8
1572,264,52.4,car,19.89,241.8,39.7,241.8,0.08,218.98,39.7,264.62,39.63,45.64,0.728,4.5,1.8
1572,243,52.4,bus,121.97,47.4,146.07,47.4,97.88,27.67,146.07,67.14,48.19,39.47,0.5815,12.0,2.5
1573,247,52.433,car,105.3,129.43,132.2,129.43,78.39,108.93,132.2,149.93,53.81,41.0,0.8686,4.5,1.8
1573,239,52.433,car,403.98,104.63,423.32,104.63,384.64,84.67,423.32,124.59,38.68,39.92,0.7777,4.5,1.8
1573,228,52.433,car,427.99,230.75,466.87,230.75,389.11,184.13,466.87,277.36,77.76,93.23,0.6704,4.5,1.8
1573,220,52.433,bus,29.73,54.96,59.35,54.96,0.11,34.36,59.35,75.55,59.25,41.2,0.6134,12.0,2.5
1574,259,52.467,car,620.33,112.24,639.78,112.24,600.88,90.88,639.78,133.6,38.9,42.72,0.582,4.5,1.8
1574,210,52.467,truck,469.13,53.65,485.22,53.65,453.04,40.83,485.22,66.46,32.18,25.63,0.4424,8.0,2.5
1575,254,52.5,car,35.38,165.51,70.55,165.51,0.21,139.65,70.55,191.37,70.34,51.72,0.8937,4.5,1.8
1575,257,52.5,car,38.38,121.07,67.93,121.07,8.83,101.82,67.93,140.33,59.1,38.51,0.872,4.5,1.8
1575,233,52.5,car,269.76,324.14,314.15,324.14,225.36,290.14,314.15,358.14,88.79,68.0,0.8637,4.5,1.8
1575,265,52.5,truck,125.03,46.62,149.04,46.62,101.01,27.06,149.04,66.18,48.03,39.11,0.642,8.0,2.5
1575,261,52.5,motorcycle,491.23,189.87,506.67,189.87,475.8,163.63,506.67,216.12,30.87,52.48,0.4025,2.0,0.8
1576,240,52.533,car,163.95,100.88,183.73,100.88,144.17,83.96,183.73,117.81,39.56,33.84,0.8411,4.5,1.8
1576,7,52.533,car,531.66,71.36,552.13,71.36,511.18,57.31,552.13,85.41,40.94,28.1,0.7818,4.5,1.8
1576,256,52.533,car,297.01,66.99,308.37,66.99,285.65,55.01,308.37,78.97,22.72,23.96,0.7316,4.5,1.8
1576,253,52.533,car,486.97,144.2,511.07,144.2,462.87,118.27,511.07,170.12,48.19,51.86,0.5284,4.5,1.8
1576,234,52.533,car,180.32,78.02,194.69,78.02,165.94,64.15,194.69,91.89,28.76,27.74,0.5226,4.5,1.8
1576,258,52.533,truck,210.19,77.97,227.8,77.97,192.59,56.42,227.8,99.52,35.21,43.1,0.508,8.0,2.5
1578,264,52.6,car,30.0,230.8,59.84,230.8,0.16,197.8,59.84,263.81,59.67,66.0,0.7612,4.5,1.8
1578,243,52.6,truck,127.93,45.01,151.12,45.01,104.74,26.37,151.12,63.66,46.38,37.29,0.6055,8.0,2.5
1578,246,52.6,car,161.92,67.11,177.31,67.11,146.54,54.35,177.31,79.88,30.77,25.53,0.503,4.5,1.8
1579,247,52.633,car,111.33,124.11,137.62,124.11,85.04,103.97,137.62,144.26,52.58,40.3,0.8516,4.5,1.8
1579,239,52.633,car,406.66,110.06,427.51,110.06,385.81,89.03,427.51,131.08,41.7,42.06,0.783,4.5,1.8
1579,228,52.633,car,437.76,259.42,482.16,259.42,393.36,205.34,482.16,313.49,88.8,108.14,0.5552,4.5,1.8
1579,220,52.633,bus,30.21,54.94,60.29,54.94,0.13,33.93,60.29,75.95,60.16,42.03,0.5207,12.0,2.5
1580,210,52.667,truck,469.41,52.56,486.06,52.56,452.75,39.08,486.06,66.03,33.31,26.95,0.519,8.0,2.5
1581,254,52.7,car,43.52,156.69,79.7,156.69,7.34,131.97,79.7,181.42,72.36,49.45,0.8954,4.5,1.8
1581,257,52.7,car,51.47,112.67,78.85,112.67,24.09,95.04,78.85,130.3,54.76,35.26,0.8611,4.5,1.8
1581,265,52.7,bus,130.04,44.71,152.99,44.71,107.09,25.27,152.99,64.15,45.9,38.88,0.5747,12.0,2.5
1582,7,52.733,car,531.45,71.16,552.87,71.16,510.02,56.99,552.87,85.34,42.84,28.35,0.7558,4.5,1.8
1582,240,52.733,car,167.81,96.68,187.03,96.68,148.58,80.02,187.03,113.33,38.45,33.31,0.7515,4.5,1.8
1582,256,52.733,car,296.83,68.74,308.34,68.74,285.33,56.46,308.34,81.02,23.01,24.56,0.6924,4.5,1.8
1582,261,52.733,motorcycle,511.87,217.28,528.84,217.28,494.91,195.71,528.84,238.85,33.93,43.14,0.5961,2.0,0.8
1582,253,52.733,car,494.87,149.18,519.65,149.18,470.08,123.42,519.65,174.95,49.57,51.53,0.5001,4.5,1.8
1584,264,52.8,car,36.97,220.95,73.92,220.95,0.02,185.03,73.92,256.88,73.9,71.85,0.6506,4.5,1.8
1584,243,52.8,truck,134.12,42.75,156.28,42.75,111.96,23.88,156.28,61.62,44.32,37.74,0.6215,8.0,2.5
1585,239,52.833,car,410.08,117.2,432.15,117.2,388.0,95.46,432.15,138.93,44.15,43.47,0.8212,4.5,1.8
1585,247,52.833,car,118.78,116.48,143.33,116.48,94.23,97.73,143.33,135.23,49.1,37.5,0.7892,4.5,1.8
1585,228,52.833,truck,455.56,297.54,505.85,297.54,405.28,236.64,505.85,358.45,100.57,121.81,0.7196,8.0,2.5
1585,258,52.833,truck,211.46,78.71,227.97,78.71,194.96,57.88,227.97,99.54,33.01,41.66,0.5056,8.0,2.5
1585,220,52.833,bus,30.62,54.34,61.18,54.34,0.07,33.42,61.18,75.25,61.11,41.83,0.4274,12.0,2.5
1586,249,52.867,car,341.41,182.38,364.33,182.38,318.49,147.24,364.33,217.52,45.84,70.28,0.613,4.5,1.8
1586,210,52.867,truck,469.52,52.86,486.22,52.86,452.82,39.5,486.22,66.22,33.4,26.72,0.479,8.0,2.5
1587,254,52.9,car,57.04,145.08,89.97,145.08,24.12,121.72,89.97,168.44,65.85,46.73,0.8436,4.5,1.8
1587,257,52.9,car,68.96,102.23,93.92,102.23,44.01,85.19,93.92,119.27,49.9,34.08,0.8339,4.5,1.8
1587,248,52.9,truck,412.08,68.09,431.93,68.09,392.24,47.49,431.93,88.68,39.69,41.19,0.5546,8.0,2.5
1588,240,52.933,car,172.91,91.53,191.33,91.53,154.49,75.16,191.33,107.9,36.84,32.73,0.813,4.5,1.8
1588,7,52.933,car,531.54,71.07,553.17,71.07,509.91,56.91,553.17,85.23,43.25,28.31,0.7718,4.5,1.8
